count_id,date,product_id,true_stock,reported_stock,count_error,planted,incident_id
CNT001241,2025-11-12,P021,5.37,5.37,0.0,False,
CNT001242,2025-11-12,P022,11.12,11.12,0.0,False,
CNT001243,2025-11-12,P023,4.26,4.26,0.0,False,
CNT001244,2025-11-12,P024,4.6,4.6,0.0,False,
CNT001245,2025-11-12,P025,19.8,19.51,-0.29,False,
CNT001246,2025-11-12,P026,10.26,10.26,0.0,False,
CNT001247,2025-11-12,P027,10.34,10.34,0.0,False,
CNT001248,2025-11-12,P028,9.74,9.74,0.0,False,
CNT001249,2025-11-12,P029,11.3,11.3,0.0,False,
CNT001250,2025-11-12,P030,4.34,4.34,0.0,False,
CNT001251,2025-11-12,P031,18.53,18.53,0.0,False,
CNT001252,2025-11-12,P032,4.0,4.0,0.0,False,
CNT001253,2025-11-12,P033,22.54,22.54,0.0,False,
CNT001254,2025-11-12,P034,14.61,14.61,0.0,False,
CNT001255,2025-11-12,P035,3.96,3.96,0.0,False,
CNT001256,2025-11-12,P036,7.75,7.75,0.0,False,
CNT001257,2025-11-12,P037,11.97,11.97,0.0,False,
CNT001258,2025-11-12,P038,20.39,20.25,-0.14,False,
CNT001259,2025-11-12,P039,25.22,25.22,0.0,False,
CNT001260,2025-11-12,P040,21.2,21.2,0.0,False,
CNT001261,2025-11-12,P041,28.18,28.18,0.0,False,
CNT001262,2025-11-12,P042,6.04,6.04,0.0,False,
CNT001263,2025-11-12,P043,65.4,65.4,0.0,False,
CNT001264,2025-11-12,P044,49.6,49.6,0.0,False,
CNT001265,2025-11-12,P045,46.2,46.2,0.0,False,
CNT001266,2025-11-12,P046,52.52,52.52,0.0,False,
CNT001267,2025-11-12,P047,51.36,51.36,0.0,False,
CNT001268,2025-11-12,P048,47.8,47.8,0.0,False,
CNT001269,2025-11-12,P049,32.2,32.25,0.05,False,
CNT001270,2025-11-12,P050,4.0,4.0,0.0,False,
CNT001271,2025-11-12,P051,4.0,4.0,0.0,False,
CNT001272,2025-11-12,P052,8.11,8.11,0.0,False,
CNT001273,2025-11-12,P053,5.85,5.85,0.0,False,
CNT001274,2025-11-12,P054,8.88,8.88,0.0,False,
CNT001275,2025-11-12,P055,4.71,4.71,0.0,False,
CNT001276,2025-11-12,P056,8.3,8.3,0.0,False,
CNT001277,2025-11-12,K001,4.68,4.68,0.0,False,
CNT001278,2025-11-12,K002,4.48,4.48,0.0,False,
CNT001279,2025-11-12,K003,6.16,6.16,0.0,False,
CNT001280,2025-11-12,K004,5.62,5.62,0.0,False,
CNT001281,2025-11-12,K005,3.93,3.93,0.0,False,
CNT001282,2025-11-16,P001,67.4,67.4,0.0,False,
CNT001283,2025-11-16,P002,61.6,61.6,0.0,False,
CNT001284,2025-11-16,P003,57.2,57.2,0.0,False,
CNT001285,2025-11-16,P004,29.6,29.5,-0.1,False,
CNT001286,2025-11-16,P005,61.6,61.6,0.0,False,
CNT001287,2025-11-16,P006,46.0,46.0,0.0,False,
CNT001288,2025-11-16,P007,32.4,32.4,0.0,False,
CNT001289,2025-11-16,P008,26.2,26.2,0.0,False,
CNT001290,2025-11-16,P009,4.68,4.68,0.0,False,
CNT001291,2025-11-16,P010,9.57,9.57,0.0,False,
CNT001292,2025-11-16,P011,10.76,10.76,0.0,False,
CNT001293,2025-11-16,P012,3.32,3.32,0.0,False,
CNT001294,2025-11-16,P013,3.26,3.26,0.0,False,
CNT001295,2025-11-16,P014,15.52,15.52,0.0,False,
CNT001296,2025-11-16,P015,3.4,3.4,0.0,False,
CNT001297,2025-11-16,P016,4.51,4.51,0.0,False,
CNT001298,2025-11-16,P017,4.09,4.09,0.0,False,
CNT001299,2025-11-16,P018,3.06,3.06,0.0,False,
CNT001300,2025-11-16,P019,10.65,10.65,0.0,False,
CNT001301,2025-11-16,P020,12.58,12.58,0.0,False,
CNT001302,2025-11-16,P021,3.82,3.82,0.0,False,
CNT001303,2025-11-16,P022,10.09,10.09,0.0,False,
CNT001304,2025-11-16,P023,3.49,3.49,0.0,False,
CNT001305,2025-11-16,P024,3.74,3.74,0.0,False,
CNT001306,2025-11-16,P025,10.05,10.05,0.0,False,
CNT001307,2025-11-16,P026,9.23,9.23,0.0,False,
CNT001308,2025-11-16,P027,9.23,9.23,0.0,False,
CNT001309,2025-11-16,P028,9.32,9.32,0.0,False,
CNT001310,2025-11-16,P029,9.29,9.17,-0.12,False,
CNT001311,2025-11-16,P030,3.66,3.66,0.0,False,
CNT001312,2025-11-16,P031,13.56,13.56,0.0,False,
CNT001313,2025-11-16,P032,3.23,3.23,0.0,False,
CNT001314,2025-11-16,P033,13.29,13.29,0.0,False,
CNT001315,2025-11-16,P034,11.79,11.79,0.0,False,
CNT001316,2025-11-16,P035,13.62,13.62,0.0,False,
CNT001317,2025-11-16,P036,5.38,5.38,0.0,False,
CNT001318,2025-11-16,P037,9.92,9.92,0.0,False,
CNT001319,2025-11-16,P038,10.88,10.88,0.0,False,
CNT001320,2025-11-16,P039,15.94,15.94,0.0,False,
CNT001321,2025-11-16,P040,16.8,16.8,0.0,False,
CNT001322,2025-11-16,P041,13.18,12.98,-0.2,False,
CNT001323,2025-11-16,P042,15.84,15.84,0.0,False,
CNT001324,2025-11-16,P043,55.3,55.3,0.0,False,
CNT001325,2025-11-16,P044,24.6,24.6,0.0,False,
CNT001326,2025-11-16,P045,42.2,42.2,0.0,False,
CNT001327,2025-11-16,P046,39.42,39.42,0.0,False,
CNT001328,2025-11-16,P047,39.58,39.58,0.0,False,
CNT001329,2025-11-16,P048,17.8,17.8,0.0,False,
CNT001330,2025-11-16,P049,20.2,20.2,0.0,False,
CNT001331,2025-11-16,P050,4.0,4.0,0.0,False,
CNT001332,2025-11-16,P051,4.0,4.0,0.0,False,
CNT001333,2025-11-16,P052,4.39,4.39,0.0,False,
CNT001334,2025-11-16,P053,5.33,5.33,0.0,False,
CNT001335,2025-11-16,P054,7.09,7.29,0.2,False,
CNT001336,2025-11-16,P055,3.96,3.96,0.0,False,
CNT001337,2025-11-16,P056,7.83,7.83,0.0,False,
CNT001338,2025-11-16,K001,4.47,4.47,0.0,False,
CNT001339,2025-11-16,K002,3.99,3.99,0.0,False,
CNT001340,2025-11-16,K003,5.18,5.18,0.0,False,
CNT001341,2025-11-16,K004,5.15,5.15,0.0,False,
CNT001342,2025-11-16,K005,4.17,4.17,0.0,False,
CNT001343,2025-11-19,P001,75.4,75.4,0.0,False,
CNT001344,2025-11-19,P002,68.6,68.6,0.0,False,
CNT001345,2025-11-19,P003,72.2,72.2,0.0,False,
CNT001346,2025-11-19,P004,47.6,47.6,0.0,False,
CNT001347,2025-11-19,P005,66.6,66.6,0.0,False,
CNT001348,2025-11-19,P006,38.0,38.0,0.0,False,
CNT001349,2025-11-19,P007,23.4,23.4,0.0,False,
CNT001350,2025-11-19,P008,22.2,22.2,0.0,False,
CNT001351,2025-11-19,P009,3.99,3.99,0.0,False,
CNT001352,2025-11-19,P010,9.14,9.14,0.0,False,
CNT001353,2025-11-19,P011,9.47,9.47,0.0,False,
CNT001354,2025-11-19,P012,2.97,2.97,0.0,False,
CNT001355,2025-11-19,P013,12.35,12.24,-0.11,False,
CNT001356,2025-11-19,P014,13.07,13.07,0.0,False,
CNT001357,2025-11-19,P015,3.06,3.06,0.0,False,
CNT001358,2025-11-19,P016,4.17,4.17,0.0,False,
CNT001359,2025-11-19,P017,3.83,3.83,0.0,False,
CNT001360,2025-11-19,P018,14.8,14.8,0.0,False,
CNT001361,2025-11-19,P019,9.53,9.25,-0.28,False,
CNT001362,2025-11-19,P020,11.43,11.43,0.0,False,
CNT001363,2025-11-19,P021,15.05,15.05,0.0,False,
CNT001364,2025-11-19,P022,9.57,9.57,0.0,False,
CNT001365,2025-11-19,P023,3.32,3.32,0.0,False,
CNT001366,2025-11-19,P024,3.49,3.49,0.0,False,
CNT001367,2025-11-19,P025,19.08,19.08,0.0,False,
CNT001368,2025-11-19,P026,8.8,8.8,0.0,False,
CNT001369,2025-11-19,P027,8.54,8.54,0.0,False,
CNT001370,2025-11-19,P028,9.06,9.06,0.0,False,
CNT001371,2025-11-19,P029,8.63,8.63,0.0,False,
CNT001372,2025-11-19,P030,3.32,3.32,0.0,False,
CNT001373,2025-11-19,P031,11.43,11.43,0.0,False,
CNT001374,2025-11-19,P032,2.89,2.89,0.0,False,
CNT001375,2025-11-19,P033,21.26,21.26,0.0,False,
CNT001376,2025-11-19,P034,10.41,10.41,0.0,False,
CNT001377,2025-11-19,P035,12.63,12.63,0.0,False,
CNT001378,2025-11-19,P036,4.63,4.63,0.0,False,
CNT001379,2025-11-19,P037,8.89,8.89,0.0,False,
CNT001380,2025-11-19,P038,20.93,21.93,1.0,False,
CNT001381,2025-11-19,P039,11.31,11.31,0.0,False,
CNT001382,2025-11-19,P040,15.4,15.4,0.0,False,
CNT001383,2025-11-19,P041,30.82,30.82,0.0,False,
CNT001384,2025-11-19,P042,15.24,15.24,0.0,False,
CNT001385,2025-11-19,P043,85.4,85.4,0.0,False,
CNT001386,2025-11-19,P044,52.6,52.49,-0.11,False,
CNT001387,2025-11-19,P045,55.2,55.2,0.0,False,
CNT001388,2025-11-19,P046,48.42,48.42,0.0,False,
CNT001389,2025-11-19,P047,46.54,46.54,0.0,False,
CNT001390,2025-11-19,P048,51.8,51.8,0.0,False,
CNT001391,2025-11-19,P049,39.2,39.2,0.0,False,
CNT001392,2025-11-19,P050,4.0,3.79,-0.21,False,
CNT001393,2025-11-19,P051,4.0,3.87,-0.13,False,
CNT001394,2025-11-19,P052,9.07,9.07,0.0,False,
CNT001395,2025-11-19,P053,5.1,5.1,0.0,False,
CNT001396,2025-11-19,P054,6.54,6.54,0.0,False,
CNT001397,2025-11-19,P055,3.75,3.75,0.0,False,
CNT001398,2025-11-19,P056,7.65,7.65,0.0,False,
CNT001399,2025-11-19,K001,5.21,5.21,0.0,False,
CNT001400,2025-11-19,K002,4.67,5.67,1.0,False,
CNT001401,2025-11-19,K003,5.82,5.82,0.0,False,
CNT001402,2025-11-19,K004,6.21,6.21,0.0,False,
CNT001403,2025-11-19,K005,4.59,4.59,0.0,False,
CNT001404,2025-11-23,P001,56.4,56.4,0.0,False,
CNT001405,2025-11-23,P002,58.6,58.6,0.0,False,
CNT001406,2025-11-23,P003,45.2,45.2,0.0,False,
CNT001407,2025-11-23,P004,29.6,29.6,0.0,False,
CNT001408,2025-11-23,P005,61.6,61.6,0.0,False,
CNT001409,2025-11-23,P006,41.0,41.0,0.0,False,
CNT001410,2025-11-23,P007,48.4,48.4,0.0,False,
CNT001411,2025-11-23,P008,33.2,33.2,0.0,False,
CNT001412,2025-11-23,P009,14.62,14.62,0.0,False,
CNT001413,2025-11-23,P010,8.2,8.2,0.0,False,
CNT001414,2025-11-23,P011,6.81,6.81,0.0,False,
CNT001415,2025-11-23,P012,14.29,14.29,0.0,False,
CNT001416,2025-11-23,P013,18.77,18.77,0.0,False,
CNT001417,2025-11-23,P014,7.55,7.55,0.0,False,
CNT001418,2025-11-23,P015,14.37,14.37,0.0,False,
CNT001419,2025-11-23,P016,14.71,14.71,0.0,False,
CNT001420,2025-11-23,P017,3.06,3.06,0.0,False,
CNT001421,2025-11-23,P018,14.2,14.2,0.0,False,
CNT001422,2025-11-23,P019,7.47,8.47,1.0,False,
CNT001423,2025-11-23,P020,9.22,9.22,0.0,False,
CNT001424,2025-11-23,P021,13.68,13.68,0.0,False,
CNT001425,2025-11-23,P022,8.37,8.37,0.0,False,
CNT001426,2025-11-23,P023,2.63,2.63,0.0,False,
CNT001427,2025-11-23,P024,2.97,2.97,0.0,False,
CNT001428,2025-11-23,P025,10.52,10.52,0.0,False,
CNT001429,2025-11-23,P026,7.86,7.94,0.08,False,
CNT001430,2025-11-23,P027,7.52,7.52,0.0,False,
CNT001431,2025-11-23,P028,8.72,8.72,0.0,False,
CNT001432,2025-11-23,P029,6.96,6.96,0.0,False,
CNT001433,2025-11-23,P030,2.72,2.72,0.0,False,
CNT001434,2025-11-23,P031,6.54,6.54,0.0,False,
CNT001435,2025-11-23,P032,14.12,14.3,0.18,False,
CNT001436,2025-11-23,P033,13.03,13.03,0.0,False,
CNT001437,2025-11-23,P034,7.59,7.59,0.0,False,
CNT001438,2025-11-23,P035,10.23,10.23,0.0,False,
CNT001439,2025-11-23,P036,2.61,2.61,0.0,False,
CNT001440,2025-11-23,P037,6.92,6.92,0.0,False,
CNT001441,2025-11-23,P038,13.36,13.36,0.0,False,
CNT001442,2025-11-23,P039,15.99,15.99,0.0,False,
CNT001443,2025-11-23,P040,10.4,10.4,0.0,False,
CNT001444,2025-11-23,P041,17.86,17.86,0.0,False,
CNT001445,2025-11-23,P042,12.64,12.64,0.0,False,
CNT001446,2025-11-23,P043,53.0,53.0,0.0,False,
CNT001447,2025-11-23,P044,44.6,44.6,0.0,False,
CNT001448,2025-11-23,P045,25.2,25.2,0.0,False,
CNT001449,2025-11-23,P046,35.22,35.22,0.0,False,
CNT001450,2025-11-23,P047,37.8,37.8,0.0,False,
CNT001451,2025-11-23,P048,25.8,25.98,0.18,False,
CNT001452,2025-11-23,P049,28.2,28.2,0.0,False,
CNT001453,2025-11-23,P050,4.0,4.0,0.0,False,
CNT001454,2025-11-23,P051,4.0,4.0,0.0,False,
CNT001455,2025-11-23,P052,5.62,5.62,0.0,False,
CNT001456,2025-11-23,P053,4.5,4.5,0.0,False,
CNT001457,2025-11-23,P054,4.98,4.98,0.0,False,
CNT001458,2025-11-23,P055,3.09,3.09,0.0,False,
CNT001459,2025-11-23,P056,7.22,7.22,0.0,False,
CNT001460,2025-11-23,K001,4.69,4.69,0.0,False,
CNT001461,2025-11-23,K002,4.07,4.07,0.0,False,
CNT001462,2025-11-23,K003,5.94,5.65,-0.29,False,
CNT001463,2025-11-23,K004,4.62,4.62,0.0,False,
CNT001464,2025-11-23,K005,4.01,4.01,0.0,False,
CNT001465,2025-11-26,P001,89.4,89.4,0.0,False,
CNT001466,2025-11-26,P002,65.6,65.6,0.0,False,
CNT001467,2025-11-26,P003,32.2,32.2,0.0,False,
CNT001468,2025-11-26,P004,47.6,47.6,0.0,False,
CNT001469,2025-11-26,P005,48.6,48.6,0.0,False,
CNT001470,2025-11-26,P006,30.0,30.0,0.0,False,
CNT001471,2025-11-26,P007,38.4,39.4,1.0,False,
CNT001472,2025-11-26,P008,28.2,28.2,0.0,False,
CNT001473,2025-11-26,P009,14.02,14.02,0.0,False,
CNT001474,2025-11-26,P010,7.69,7.69,0.0,False,
CNT001475,2025-11-26,P011,5.31,5.31,0.0,False,
CNT001476,2025-11-26,P012,14.03,14.03,0.0,False,
CNT001477,2025-11-26,P013,15.35,15.41,0.06,False,
CNT001478,2025-11-26,P014,16.69,16.39,-0.3,False,
CNT001479,2025-11-26,P015,14.03,14.03,0.0,False,
CNT001480,2025-11-26,P016,14.28,14.28,0.0,False,
CNT001481,2025-11-26,P017,14.8,14.8,0.0,False,
CNT001482,2025-11-26,P018,13.77,13.77,0.0,False,
CNT001483,2025-11-26,P019,18.02,18.02,0.0,False,
CNT001484,2025-11-26,P020,8.26,8.26,0.0,False,
CNT001485,2025-11-26,P021,13.17,13.17,0.0,False,
CNT001486,2025-11-26,P022,7.94,7.94,0.0,False,
CNT001487,2025-11-26,P023,14.37,14.37,0.0,False,
CNT001488,2025-11-26,P024,14.8,14.8,0.0,False,
CNT001489,2025-11-26,P025,18.46,18.46,0.0,False,
CNT001490,2025-11-26,P026,7.43,7.43,0.0,False,
CNT001491,2025-11-26,P027,7.0,7.0,0.0,False,
CNT001492,2025-11-26,P028,8.46,8.18,-0.28,False,
CNT001493,2025-11-26,P029,6.12,6.12,0.0,False,
CNT001494,2025-11-26,P030,14.29,14.29,0.0,False,
CNT001495,2025-11-26,P031,16.76,16.76,0.0,False,
CNT001496,2025-11-26,P032,13.77,13.77,0.0,False,
CNT001497,2025-11-26,P033,21.26,21.26,0.0,False,
CNT001498,2025-11-26,P034,6.17,6.17,0.0,False,
CNT001499,2025-11-26,P035,9.17,9.17,0.0,False,
CNT001500,2025-11-26,P036,13.78,13.78,0.0,False,
CNT001501,2025-11-26,P037,5.85,5.85,0.0,False,
CNT001502,2025-11-26,P038,21.7,21.7,0.0,False,
CNT001503,2025-11-26,P039,22.62,22.62,0.0,False,
CNT001504,2025-11-26,P040,8.8,8.8,0.0,False,
CNT001505,2025-11-26,P041,23.9,23.9,0.0,False,
CNT001506,2025-11-26,P042,11.64,11.64,0.0,False,
CNT001507,2025-11-26,P043,80.8,80.8,0.0,False,
CNT001508,2025-11-26,P044,56.6,56.6,0.0,False,
CNT001509,2025-11-26,P045,61.2,61.2,0.0,False,
CNT001510,2025-11-26,P046,41.42,41.42,0.0,False,
CNT001511,2025-11-26,P047,50.8,50.8,0.0,False,
CNT001512,2025-11-26,P048,34.8,34.8,0.0,False,
CNT001513,2025-11-26,P049,21.2,21.2,0.0,False,
CNT001514,2025-11-26,P050,4.0,4.0,0.0,False,
CNT001515,2025-11-26,P051,4.0,4.0,0.0,False,
CNT001516,2025-11-26,P052,10.28,10.28,0.0,False,
CNT001517,2025-11-26,P053,4.2,4.2,0.0,False,
CNT001518,2025-11-26,P054,4.31,4.31,0.0,False,
CNT001519,2025-11-26,P055,2.81,2.81,0.0,False,
CNT001520,2025-11-26,P056,7.04,6.04,-1.0,False,
CNT001521,2025-11-26,K001,5.01,5.01,0.0,False,
CNT001522,2025-11-26,K002,4.37,4.37,0.0,False,
CNT001523,2025-11-26,K003,7.19,7.19,0.0,False,
CNT001524,2025-11-26,K004,5.5,5.5,0.0,False,
CNT001525,2025-11-26,K005,4.15,4.15,0.0,False,
CNT001526,2025-11-30,P001,69.4,69.4,0.0,False,
CNT001527,2025-11-30,P002,56.6,56.6,0.0,False,
CNT001528,2025-11-30,P003,56.2,56.2,0.0,False,
CNT001529,2025-11-30,P004,33.6,33.6,0.0,False,
CNT001530,2025-11-30,P005,88.6,88.6,0.0,False,
CNT001531,2025-11-30,P006,35.0,35.0,0.0,False,
CNT001532,2025-11-30,P007,40.4,40.4,0.0,False,
CNT001533,2025-11-30,P008,17.2,17.2,0.0,False,
CNT001534,2025-11-30,P009,12.99,12.99,0.0,False,
CNT001535,2025-11-30,P010,6.92,6.92,0.0,False,
CNT001536,2025-11-30,P011,14.74,14.74,0.0,False,
CNT001537,2025-11-30,P012,13.34,13.34,0.0,False,
CNT001538,2025-11-30,P013,9.5,9.5,0.0,False,
CNT001539,2025-11-30,P014,11.22,11.22,0.0,False,
CNT001540,2025-11-30,P015,13.52,13.64,0.12,False,
CNT001541,2025-11-30,P016,13.17,13.17,0.0,False,
CNT001542,2025-11-30,P017,14.2,14.2,0.0,False,
CNT001543,2025-11-30,P018,13.09,13.09,0.0,False,
CNT001544,2025-11-30,P019,15.45,15.45,0.0,False,
CNT001545,2025-11-30,P020,6.22,6.22,0.0,False,
CNT001546,2025-11-30,P021,11.88,11.88,0.0,False,
CNT001547,2025-11-30,P022,7.09,7.09,0.0,False,
CNT001548,2025-11-30,P023,13.69,13.69,0.0,False,
CNT001549,2025-11-30,P024,14.2,14.2,0.0,False,
CNT001550,2025-11-30,P025,9.89,10.89,1.0,False,
CNT001551,2025-11-30,P026,6.57,6.57,0.0,False,
CNT001552,2025-11-30,P027,6.14,6.14,0.0,False,
CNT001553,2025-11-30,P028,8.2,8.2,0.0,False,
CNT001554,2025-11-30,P029,4.32,4.47,0.15,False,
CNT001555,2025-11-30,P030,13.69,13.69,0.0,False,
CNT001556,2025-11-30,P031,12.07,12.07,0.0,False,
CNT001557,2025-11-30,P032,13.09,13.09,0.0,False,
CNT001558,2025-11-30,P033,14.14,14.14,0.0,False,
CNT001559,2025-11-30,P034,15.94,15.94,0.0,False,
CNT001560,2025-11-30,P035,6.95,6.95,0.0,False,
CNT001561,2025-11-30,P036,11.69,11.69,0.0,False,
CNT001562,2025-11-30,P037,4.22,4.22,0.0,False,
CNT001563,2025-11-30,P038,14.87,14.87,0.0,False,
CNT001564,2025-11-30,P039,13.35,13.35,0.0,False,
CNT001565,2025-11-30,P040,16.8,16.8,0.0,False,
CNT001566,2025-11-30,P041,24.14,24.14,0.0,False,
CNT001567,2025-11-30,P042,9.84,9.84,0.0,False,
CNT001568,2025-11-30,P043,51.7,51.7,0.0,False,
CNT001569,2025-11-30,P044,22.6,22.6,0.0,False,
CNT001570,2025-11-30,P045,26.2,26.2,0.0,False,
CNT001571,2025-11-30,P046,33.02,33.02,0.0,False,
CNT001572,2025-11-30,P047,41.54,41.54,0.0,False,
CNT001573,2025-11-30,P048,33.8,33.91,0.11,False,
CNT001574,2025-11-30,P049,9.2,9.2,0.0,False,
CNT001575,2025-11-30,P050,4.0,4.0,0.0,False,
CNT001576,2025-11-30,P051,4.0,4.0,0.0,False,
CNT001577,2025-11-30,P052,6.93,6.93,0.0,False,
CNT001578,2025-11-30,P053,3.67,3.67,0.0,False,
CNT001579,2025-11-30,P054,8.68,8.6,-0.08,False,
CNT001580,2025-11-30,P055,8.15,8.15,0.0,False,
CNT001581,2025-11-30,P056,6.58,6.58,0.0,False,
CNT001582,2025-11-30,K001,5.14,6.14,1.0,False,
CNT001583,2025-11-30,K002,3.97,3.97,0.0,False,
CNT001584,2025-11-30,K003,5.3,5.3,0.0,False,
CNT001585,2025-11-30,K004,5.31,5.31,0.0,False,
CNT001586,2025-11-30,K005,4.74,4.74,0.0,False,
CNT001587,2025-12-03,P001,77.4,77.4,0.0,False,
CNT001588,2025-12-03,P002,65.6,65.6,0.0,False,
CNT001589,2025-12-03,P003,67.2,67.2,0.0,False,
CNT001590,2025-12-03,P004,29.6,29.6,0.0,False,
CNT001591,2025-12-03,P005,71.6,71.6,0.0,False,
CNT001592,2025-12-03,P006,27.0,26.95,-0.05,False,
CNT001593,2025-12-03,P007,28.4,28.4,0.0,False,
CNT001594,2025-12-03,P008,13.2,13.2,0.0,False,
CNT001595,2025-12-03,P009,12.39,12.39,0.0,False,
CNT001596,2025-12-03,P010,6.49,6.49,0.0,False,
CNT001597,2025-12-03,P011,13.84,13.84,0.0,False,
CNT001598,2025-12-03,P012,13.0,13.0,0.0,False,
CNT001599,2025-12-03,P013,19.32,19.32,0.0,False,
CNT001600,2025-12-03,P014,9.54,9.54,0.0,False,
CNT001601,2025-12-03,P015,13.17,13.17,0.0,False,
CNT001602,2025-12-03,P016,12.82,12.82,0.0,False,
CNT001603,2025-12-03,P017,13.95,14.24,0.29,False,
CNT001604,2025-12-03,P018,12.74,12.74,0.0,False,
CNT001605,2025-12-03,P019,14.67,14.75,0.08,False,
CNT001606,2025-12-03,P020,5.19,5.19,0.0,False,
CNT001607,2025-12-03,P021,11.19,11.19,0.0,False,
CNT001608,2025-12-03,P022,6.66,6.66,0.0,False,
CNT001609,2025-12-03,P023,13.43,13.43,0.0,False,
CNT001610,2025-12-03,P024,13.95,13.95,0.0,False,
CNT001611,2025-12-03,P025,18.13,17.13,-1.0,False,
CNT001612,2025-12-03,P026,6.06,6.06,0.0,False,
CNT001613,2025-12-03,P027,5.97,5.97,0.0,False,
CNT001614,2025-12-03,P028,8.03,8.03,0.0,False,
CNT001615,2025-12-03,P029,15.46,15.46,0.0,False,
CNT001616,2025-12-03,P030,13.52,13.52,0.0,False,
CNT001617,2025-12-03,P031,9.49,9.49,0.0,False,
CNT001618,2025-12-03,P032,12.74,12.74,0.0,False,
CNT001619,2025-12-03,P033,23.83,23.83,0.0,False,
CNT001620,2025-12-03,P034,15.04,15.04,0.0,False,
CNT001621,2025-12-03,P035,5.67,5.95,0.28,False,
CNT001622,2025-12-03,P036,11.03,10.81,-0.22,False,
CNT001623,2025-12-03,P037,3.57,3.57,0.0,False,
CNT001624,2025-12-03,P038,23.21,23.04,-0.17,False,
CNT001625,2025-12-03,P039,20.47,20.47,0.0,False,
CNT001626,2025-12-03,P040,15.4,15.4,0.0,False,
CNT001627,2025-12-03,P041,32.1,32.1,0.0,False,
CNT001628,2025-12-03,P042,9.04,9.04,0.0,False,
CNT001629,2025-12-03,P043,73.8,73.8,0.0,False,
CNT001630,2025-12-03,P044,10.6,10.6,0.0,False,
CNT001631,2025-12-03,P045,68.2,68.2,0.0,False,
CNT001632,2025-12-03,P046,65.82,65.82,0.0,False,
CNT001633,2025-12-03,P047,52.38,52.38,0.0,False,
CNT001634,2025-12-03,P048,42.8,42.8,0.0,False,
CNT001635,2025-12-03,P049,28.2,28.2,0.0,False,
CNT001636,2025-12-03,P050,4.0,4.0,0.0,False,
CNT001637,2025-12-03,P051,4.0,4.0,0.0,False,
CNT001638,2025-12-03,P052,11.26,11.26,0.0,False,
CNT001639,2025-12-03,P053,3.45,3.45,0.0,False,
CNT001640,2025-12-03,P054,8.09,9.09,1.0,False,
CNT001641,2025-12-03,P055,7.86,8.16,0.3,False,
CNT001642,2025-12-03,P056,6.48,6.48,0.0,False,
CNT001643,2025-12-03,K001,4.22,4.22,0.0,False,
CNT001644,2025-12-03,K002,4.35,4.35,0.0,False,
CNT001645,2025-12-03,K003,6.13,6.13,0.0,False,
CNT001646,2025-12-03,K004,5.38,5.38,0.0,False,
CNT001647,2025-12-03,K005,4.27,4.27,0.0,False,
CNT001648,2025-12-07,P001,63.4,63.29,-0.11,False,
CNT001649,2025-12-07,P002,51.6,51.6,0.0,False,
CNT001650,2025-12-07,P003,55.2,55.2,0.0,False,
CNT001651,2025-12-07,P004,38.6,38.6,0.0,False,
CNT001652,2025-12-07,P005,56.6,56.6,0.0,False,
CNT001653,2025-12-07,P006,34.0,34.0,0.0,False,
CNT001654,2025-12-07,P007,49.4,49.4,0.0,False,
CNT001655,2025-12-07,P008,47.2,47.2,0.0,False,
CNT001656,2025-12-07,P009,10.85,10.85,0.0,False,
CNT001657,2025-12-07,P010,5.37,5.37,0.0,False,
CNT001658,2025-12-07,P011,11.31,11.31,0.0,False,
CNT001659,2025-12-07,P012,12.32,12.32,0.0,False,
CNT001660,2025-12-07,P013,12.28,12.28,0.0,False,
CNT001661,2025-12-07,P014,16.3,16.3,0.0,False,
CNT001662,2025-12-07,P015,12.57,12.57,0.0,False,
CNT001663,2025-12-07,P016,11.45,11.45,0.0,False,
CNT001664,2025-12-07,P017,13.17,13.17,0.0,False,
CNT001665,2025-12-07,P018,12.06,12.06,0.0,False,
CNT001666,2025-12-07,P019,12.1,12.1,0.0,False,
CNT001667,2025-12-07,P020,14.7,14.7,0.0,False,
CNT001668,2025-12-07,P021,9.99,9.99,0.0,False,
CNT001669,2025-12-07,P022,5.63,5.63,0.0,False,
CNT001670,2025-12-07,P023,12.75,12.75,0.0,False,
CNT001671,2025-12-07,P024,13.35,13.35,0.0,False,
CNT001672,2025-12-07,P025,10.63,10.63,0.0,False,
CNT001673,2025-12-07,P026,4.94,4.94,0.0,False,
CNT001674,2025-12-07,P027,4.86,4.86,0.0,False,
CNT001675,2025-12-07,P028,7.6,7.6,0.0,False,
CNT001676,2025-12-07,P029,13.6,13.6,0.0,False,
CNT001677,2025-12-07,P030,12.92,12.65,-0.27,False,
CNT001678,2025-12-07,P031,16.62,16.62,0.0,False,
CNT001679,2025-12-07,P032,12.06,12.06,0.0,False,
CNT001680,2025-12-07,P033,16.03,16.03,0.0,False,
CNT001681,2025-12-07,P034,12.69,12.9,0.21,False,
CNT001682,2025-12-07,P035,3.27,3.27,0.0,False,
CNT001683,2025-12-07,P036,9.18,9.18,0.0,False,
CNT001684,2025-12-07,P037,13.73,13.73,0.0,False,
CNT001685,2025-12-07,P038,13.69,13.69,0.0,False,
CNT001686,2025-12-07,P039,11.2,11.2,0.0,False,
CNT001687,2025-12-07,P040,11.8,11.8,0.0,False,
CNT001688,2025-12-07,P041,19.18,19.18,0.0,False,
CNT001689,2025-12-07,P042,6.44,6.44,0.0,False,
