date,product_id,product_name,category,true_closing_stock,stockout
2025-10-13,P018,Stolichnaya,vodka,8.458,False
2025-10-13,P019,Jameson,whiskey,7.045,False
2025-10-13,P020,Jack Daniel's,whiskey,7.183,False
2025-10-13,P021,Johnnie Walker Black,whiskey,14.709,False
2025-10-13,P022,Chivas Regal,whiskey,5.458,False
2025-10-13,P023,Maker's Mark,whiskey,8.63,False
2025-10-13,P024,Glenfiddich 12,whiskey,9.058,False
2025-10-13,P025,Bacardi Carta Blanca,rum,17.443,False
2025-10-13,P026,Havana Club 3,rum,5.2,False
2025-10-13,P027,Captain Morgan,rum,5.115,False
2025-10-13,P028,Diplomatico Reserva,rum,12.143,False
2025-10-13,P029,Jose Cuervo,tequila,11.457,False
2025-10-13,P030,Olmeca Blanco,tequila,9.058,False
2025-10-13,P031,Patron Silver,tequila,14.031,False
2025-10-13,P032,Don Julio Blanco,tequila,8.629,False
2025-10-13,P033,Aperol,aperitif,18.085,False
2025-10-13,P034,Campari,aperitif,6.943,False
2025-10-13,P035,Cointreau,liqueur,7.324,False
2025-10-13,P036,Kahlua,liqueur,9.863,False
2025-10-13,P037,Martini Rosso,vermouth,12.103,False
2025-10-13,P038,House Red Wine,wine,15.538,False
2025-10-13,P039,House White Wine,wine,19.584,False
2025-10-13,P040,Rose Wine,wine,10.6,False
2025-10-13,P041,Prosecco,wine,20.816,False
2025-10-13,P042,Chardonnay,wine,9.44,False
2025-10-13,P043,Coca-Cola,soft_drink,96.7,False
2025-10-13,P044,Coca-Cola Zero,soft_drink,52.6,False
2025-10-13,P045,Sprite,soft_drink,58.2,False
2025-10-13,P046,Tonic Water,soft_drink,60.52,False
2025-10-13,P047,Soda Water,soft_drink,59.44,False
2025-10-13,P048,Red Bull,soft_drink,54.8,False
2025-10-13,P049,Ginger Beer,soft_drink,32.2,False
2025-10-13,P050,Orange Juice,juice,4.0,False
2025-10-13,P051,Cranberry Juice,juice,4.0,False
2025-10-13,P052,Lime Juice,juice,7.093,False
2025-10-13,P053,Lemon Juice,juice,3.675,False
2025-10-13,P054,Sugar Syrup,cocktail_ingredient,7.667,False
2025-10-13,P055,Fresh Mint,cocktail_ingredient,3.196,False
2025-10-13,P056,Coffee Beans,cocktail_ingredient,5.293,False
2025-10-13,K001,Carlsberg 50L,draught_beer,3.809,False
2025-10-13,K002,Tuborg 50L,draught_beer,4.475,False
2025-10-13,K003,Carlsberg 30L,draught_beer,4.911,False
2025-10-13,K004,Malka 30L,draught_beer,3.981,False
2025-10-13,K005,Weihenstephan 30L,draught_beer,3.797,False
2025-10-14,P001,Carlsberg,beer,53.4,False
2025-10-14,P002,Heineken,beer,38.6,False
2025-10-14,P003,Corona,beer,32.2,False
2025-10-14,P004,Guinness,beer,31.6,False
2025-10-14,P005,Goldstar,beer,50.6,False
2025-10-14,P006,Maccabee,beer,37.0,False
2025-10-14,P007,Stella Artois,beer,26.4,False
2025-10-14,P008,Erdinger,beer,16.2,False
2025-10-14,P009,Bombay Sapphire,gin,15.052,False
2025-10-14,P010,Tanqueray,gin,5.457,False
2025-10-14,P011,Hendrick's,gin,6.557,False
2025-10-14,P012,Beefeater,gin,8.372,False
2025-10-14,P013,Gordon's,gin,15.672,False
2025-10-14,P014,Absolut,vodka,9.866,False
2025-10-14,P015,Finlandia,vodka,8.715,False
2025-10-14,P016,Grey Goose,vodka,14.795,False
2025-10-14,P017,Belvedere,vodka,9.144,False
2025-10-14,P018,Stolichnaya,vodka,8.372,False
2025-10-14,P019,Jameson,whiskey,18.788,False
2025-10-14,P020,Jack Daniel's,whiskey,6.926,False
2025-10-14,P021,Johnnie Walker Black,whiskey,14.537,False
2025-10-14,P022,Chivas Regal,whiskey,5.372,False
2025-10-14,P023,Maker's Mark,whiskey,8.63,False
2025-10-14,P024,Glenfiddich 12,whiskey,8.972,False
2025-10-14,P025,Bacardi Carta Blanca,rum,16.197,False
2025-10-14,P026,Havana Club 3,rum,5.029,False
2025-10-14,P027,Captain Morgan,rum,5.029,False
2025-10-14,P028,Diplomatico Reserva,rum,12.058,False
2025-10-14,P029,Jose Cuervo,tequila,11.274,False
2025-10-14,P030,Olmeca Blanco,tequila,8.972,False
2025-10-14,P031,Patron Silver,tequila,13.574,False
2025-10-14,P032,Don Julio Blanco,tequila,8.544,False
2025-10-14,P033,Aperol,aperitif,17.143,False
2025-10-14,P034,Campari,aperitif,6.471,False
2025-10-14,P035,Cointreau,liqueur,7.06,False
2025-10-14,P036,Kahlua,liqueur,9.549,False
2025-10-14,P037,Martini Rosso,vermouth,11.632,False
2025-10-14,P038,House Red Wine,wine,26.562,False
2025-10-14,P039,House White Wine,wine,18.608,False
2025-10-14,P040,Rose Wine,wine,10.4,False
2025-10-14,P041,Prosecco,wine,31.536,False
2025-10-14,P042,Chardonnay,wine,9.24,False
2025-10-14,P043,Coca-Cola,soft_drink,90.4,False
2025-10-14,P044,Coca-Cola Zero,soft_drink,47.6,False
2025-10-14,P045,Sprite,soft_drink,51.2,False
2025-10-14,P046,Tonic Water,soft_drink,58.12,False
2025-10-14,P047,Soda Water,soft_drink,54.58,False
2025-10-14,P048,Red Bull,soft_drink,49.8,False
2025-10-14,P049,Ginger Beer,soft_drink,31.2,False
2025-10-14,P050,Orange Juice,juice,4.0,False
2025-10-14,P051,Cranberry Juice,juice,4.0,False
2025-10-14,P052,Lime Juice,juice,6.698,False
2025-10-14,P053,Lemon Juice,juice,3.6,False
2025-10-14,P054,Sugar Syrup,cocktail_ingredient,7.422,False
2025-10-14,P055,Fresh Mint,cocktail_ingredient,3.097,False
2025-10-14,P056,Coffee Beans,cocktail_ingredient,5.221,False
2025-10-14,K001,Carlsberg 50L,draught_beer,3.43,False
2025-10-14,K002,Tuborg 50L,draught_beer,4.306,False
2025-10-14,K003,Carlsberg 30L,draught_beer,4.576,False
2025-10-14,K004,Malka 30L,draught_beer,3.766,False
2025-10-14,K005,Weihenstephan 30L,draught_beer,3.569,False
2025-10-15,P001,Carlsberg,beer,60.4,False
2025-10-15,P002,Heineken,beer,52.6,False
2025-10-15,P003,Corona,beer,46.2,False
2025-10-15,P004,Guinness,beer,27.6,False
2025-10-15,P005,Goldstar,beer,67.6,False
2025-10-15,P006,Maccabee,beer,30.0,False
2025-10-15,P007,Stella Artois,beer,45.4,False
2025-10-15,P008,Erdinger,beer,37.2,False
2025-10-15,P009,Bombay Sapphire,gin,14.537,False
2025-10-15,P010,Tanqueray,gin,5.115,False
2025-10-15,P011,Hendrick's,gin,5.957,False
2025-10-15,P012,Beefeater,gin,8.115,False
2025-10-15,P013,Gordon's,gin,14.034,False
2025-10-15,P014,Absolut,vodka,8.223,False
2025-10-15,P015,Finlandia,vodka,8.458,False
2025-10-15,P016,Grey Goose,vodka,14.366,False
2025-10-15,P017,Belvedere,vodka,8.973,False
2025-10-15,P018,Stolichnaya,vodka,8.201,False
2025-10-15,P019,Jameson,whiskey,18.445,False
2025-10-15,P020,Jack Daniel's,whiskey,6.154,False
2025-10-15,P021,Johnnie Walker Black,whiskey,14.109,False
2025-10-15,P022,Chivas Regal,whiskey,5.115,False
2025-10-15,P023,Maker's Mark,whiskey,8.458,False
2025-10-15,P024,Glenfiddich 12,whiskey,8.715,False
2025-10-15,P025,Bacardi Carta Blanca,rum,13.687,False
2025-10-15,P026,Havana Club 3,rum,4.686,False
2025-10-15,P027,Captain Morgan,rum,4.772,False
2025-10-15,P028,Diplomatico Reserva,rum,11.972,False
2025-10-15,P029,Jose Cuervo,tequila,10.699,False
2025-10-15,P030,Olmeca Blanco,tequila,8.801,False
2025-10-15,P031,Patron Silver,tequila,12.303,False
2025-10-15,P032,Don Julio Blanco,tequila,8.372,False
2025-10-15,P033,Aperol,aperitif,15.0,False
2025-10-15,P034,Campari,aperitif,5.786,False
2025-10-15,P035,Cointreau,liqueur,6.474,False
2025-10-15,P036,Kahlua,liqueur,9.006,False
2025-10-15,P037,Martini Rosso,vermouth,11.203,False
2025-10-15,P038,House Red Wine,wine,24.366,False
2025-10-15,P039,House White Wine,wine,15.68,False
2025-10-15,P040,Rose Wine,wine,9.2,False
2025-10-15,P041,Prosecco,wine,28.016,False
2025-10-15,P042,Chardonnay,wine,8.44,False
2025-10-15,P043,Coca-Cola,soft_drink,74.8,False
2025-10-15,P044,Coca-Cola Zero,soft_drink,37.6,False
2025-10-15,P045,Sprite,soft_drink,42.2,False
2025-10-15,P046,Tonic Water,soft_drink,47.82,False
2025-10-15,P047,Soda Water,soft_drink,46.8,False
2025-10-15,P048,Red Bull,soft_drink,43.8,False
2025-10-15,P049,Ginger Beer,soft_drink,28.2,False
2025-10-15,P050,Orange Juice,juice,4.0,False
2025-10-15,P051,Cranberry Juice,juice,4.0,False
2025-10-15,P052,Lime Juice,juice,5.783,False
2025-10-15,P053,Lemon Juice,juice,3.45,False
2025-10-15,P054,Sugar Syrup,cocktail_ingredient,6.977,False
2025-10-15,P055,Fresh Mint,cocktail_ingredient,2.908,False
2025-10-15,P056,Coffee Beans,cocktail_ingredient,5.104,False
2025-10-15,K001,Carlsberg 50L,draught_beer,4.955,False
2025-10-15,K002,Tuborg 50L,draught_beer,3.871,False
2025-10-15,K003,Carlsberg 30L,draught_beer,5.771,False
2025-10-15,K004,Malka 30L,draught_beer,5.162,False
2025-10-15,K005,Weihenstephan 30L,draught_beer,4.099,False
2025-10-16,P001,Carlsberg,beer,49.4,False
2025-10-16,P002,Heineken,beer,43.6,False
2025-10-16,P003,Corona,beer,39.2,False
2025-10-16,P004,Guinness,beer,24.6,False
2025-10-16,P005,Goldstar,beer,59.6,False
2025-10-16,P006,Maccabee,beer,25.0,False
2025-10-16,P007,Stella Artois,beer,38.4,False
2025-10-16,P008,Erdinger,beer,34.2,False
2025-10-16,P009,Bombay Sapphire,gin,14.109,False
2025-10-16,P010,Tanqueray,gin,4.857,False
2025-10-16,P011,Hendrick's,gin,5.4,False
2025-10-16,P012,Beefeater,gin,7.944,False
2025-10-16,P013,Gordon's,gin,12.222,False
2025-10-16,P014,Absolut,vodka,6.865,False
2025-10-16,P015,Finlandia,vodka,8.287,False
2025-10-16,P016,Grey Goose,vodka,14.109,False
2025-10-16,P017,Belvedere,vodka,8.801,False
2025-10-16,P018,Stolichnaya,vodka,8.03,False
2025-10-16,P019,Jameson,whiskey,17.76,False
2025-10-16,P020,Jack Daniel's,whiskey,5.726,False
2025-10-16,P021,Johnnie Walker Black,whiskey,13.851,False
2025-10-16,P022,Chivas Regal,whiskey,4.858,False
2025-10-16,P023,Maker's Mark,whiskey,8.287,False
2025-10-16,P024,Glenfiddich 12,whiskey,8.544,False
2025-10-16,P025,Bacardi Carta Blanca,rum,11.892,False
2025-10-16,P026,Havana Club 3,rum,4.429,False
2025-10-16,P027,Captain Morgan,rum,4.515,False
2025-10-16,P028,Diplomatico Reserva,rum,11.886,False
2025-10-16,P029,Jose Cuervo,tequila,10.438,False
2025-10-16,P030,Olmeca Blanco,tequila,8.629,False
2025-10-16,P031,Patron Silver,tequila,11.274,False
2025-10-16,P032,Don Julio Blanco,tequila,8.201,False
2025-10-16,P033,Aperol,aperitif,12.943,False
2025-10-16,P034,Campari,aperitif,5.314,False
2025-10-16,P035,Cointreau,liqueur,5.917,False
2025-10-16,P036,Kahlua,liqueur,8.435,False
2025-10-16,P037,Martini Rosso,vermouth,10.817,False
2025-10-16,P038,House Red Wine,wine,22.902,False
2025-10-16,P039,House White Wine,wine,13.24,False
2025-10-16,P040,Rose Wine,wine,8.0,False
2025-10-16,P041,Prosecco,wine,24.936,False
2025-10-16,P042,Chardonnay,wine,7.84,False
2025-10-16,P043,Coca-Cola,soft_drink,85.2,False
2025-10-16,P044,Coca-Cola Zero,soft_drink,54.6,False
2025-10-16,P045,Sprite,soft_drink,59.2,False
2025-10-16,P046,Tonic Water,soft_drink,60.92,False
2025-10-16,P047,Soda Water,soft_drink,62.98,False
2025-10-16,P048,Red Bull,soft_drink,60.8,False
2025-10-16,P049,Ginger Beer,soft_drink,25.2,False
2025-10-16,P050,Orange Juice,juice,4.0,False
2025-10-16,P051,Cranberry Juice,juice,4.0,False
2025-10-16,P052,Lime Juice,juice,11.073,False
2025-10-16,P053,Lemon Juice,juice,3.3,False
2025-10-16,P054,Sugar Syrup,cocktail_ingredient,6.627,False
2025-10-16,P055,Fresh Mint,cocktail_ingredient,8.782,False
2025-10-16,P056,Coffee Beans,cocktail_ingredient,4.978,False
2025-10-16,K001,Carlsberg 50L,draught_beer,4.585,False
2025-10-16,K002,Tuborg 50L,draught_beer,3.589,False
2025-10-16,K003,Carlsberg 30L,draught_beer,4.831,False
2025-10-16,K004,Malka 30L,draught_beer,4.719,False
2025-10-16,K005,Weihenstephan 30L,draught_beer,3.723,False
2025-10-17,P001,Carlsberg,beer,32.4,False
2025-10-17,P002,Heineken,beer,28.6,False
2025-10-17,P003,Corona,beer,25.2,False
2025-10-17,P004,Guinness,beer,20.6,False
2025-10-17,P005,Goldstar,beer,49.6,False
2025-10-17,P006,Maccabee,beer,16.0,False
2025-10-17,P007,Stella Artois,beer,31.4,False
2025-10-17,P008,Erdinger,beer,30.2,False
2025-10-17,P009,Bombay Sapphire,gin,13.68,False
2025-10-17,P010,Tanqueray,gin,4.515,False
2025-10-17,P011,Hendrick's,gin,16.628,False
2025-10-17,P012,Beefeater,gin,7.687,False
2025-10-17,P013,Gordon's,gin,10.104,False
2025-10-17,P014,Absolut,vodka,17.116,False
2025-10-17,P015,Finlandia,vodka,8.03,False
2025-10-17,P016,Grey Goose,vodka,13.595,False
2025-10-17,P017,Belvedere,vodka,8.63,False
2025-10-17,P018,Stolichnaya,vodka,7.858,False
2025-10-17,P019,Jameson,whiskey,16.988,False
2025-10-17,P020,Jack Daniel's,whiskey,5.04,False
2025-10-17,P021,Johnnie Walker Black,whiskey,13.509,False
2025-10-17,P022,Chivas Regal,whiskey,4.515,False
2025-10-17,P023,Maker's Mark,whiskey,8.115,False
2025-10-17,P024,Glenfiddich 12,whiskey,8.287,False
2025-10-17,P025,Bacardi Carta Blanca,rum,21.618,False
2025-10-17,P026,Havana Club 3,rum,4.172,False
2025-10-17,P027,Captain Morgan,rum,4.086,False
2025-10-17,P028,Diplomatico Reserva,rum,11.801,False
2025-10-17,P029,Jose Cuervo,tequila,9.941,False
2025-10-17,P030,Olmeca Blanco,tequila,8.372,False
2025-10-17,P031,Patron Silver,tequila,9.645,False
2025-10-17,P032,Don Julio Blanco,tequila,7.944,False
2025-10-17,P033,Aperol,aperitif,21.857,False
2025-10-17,P034,Campari,aperitif,4.543,False
2025-10-17,P035,Cointreau,liqueur,5.167,False
2025-10-17,P036,Kahlua,liqueur,7.72,False
2025-10-17,P037,Martini Rosso,vermouth,10.303,False
2025-10-17,P038,House Red Wine,wine,20.462,False
2025-10-17,P039,House White Wine,wine,22.8,False
2025-10-17,P040,Rose Wine,wine,18.6,False
2025-10-17,P041,Prosecco,wine,20.296,False
2025-10-17,P042,Chardonnay,wine,7.04,False
2025-10-17,P043,Coca-Cola,soft_drink,69.5,False
2025-10-17,P044,Coca-Cola Zero,soft_drink,41.6,False
2025-10-17,P045,Sprite,soft_drink,47.2,False
2025-10-17,P046,Tonic Water,soft_drink,46.42,False
2025-10-17,P047,Soda Water,soft_drink,51.9,False
2025-10-17,P048,Red Bull,soft_drink,52.8,False
2025-10-17,P049,Ginger Beer,soft_drink,21.2,False
2025-10-17,P050,Orange Juice,juice,4.0,False
2025-10-17,P051,Cranberry Juice,juice,4.0,False
2025-10-17,P052,Lime Juice,juice,10.083,False
2025-10-17,P053,Lemon Juice,juice,3.125,False
2025-10-17,P054,Sugar Syrup,cocktail_ingredient,6.197,False
2025-10-17,P055,Fresh Mint,cocktail_ingredient,8.62,False
2025-10-17,P056,Coffee Beans,cocktail_ingredient,4.834,False
2025-10-17,K001,Carlsberg 50L,draught_beer,3.908,False
2025-10-17,K002,Tuborg 50L,draught_beer,3.106,False
2025-10-17,K003,Carlsberg 30L,draught_beer,3.919,False
2025-10-17,K004,Malka 30L,draught_beer,4.115,False
2025-10-17,K005,Weihenstephan 30L,draught_beer,3.2,False
2025-10-18,P001,Carlsberg,beer,65.4,False
2025-10-18,P002,Heineken,beer,64.6,False
2025-10-18,P003,Corona,beer,63.2,False
2025-10-18,P004,Guinness,beer,38.6,False
2025-10-18,P005,Goldstar,beer,62.6,False
2025-10-18,P006,Maccabee,beer,33.0,False
2025-10-18,P007,Stella Artois,beer,47.4,False
2025-10-18,P008,Erdinger,beer,25.2,False
2025-10-18,P009,Bombay Sapphire,gin,13.252,False
2025-10-18,P010,Tanqueray,gin,4.172,False
2025-10-18,P011,Hendrick's,gin,15.729,False
2025-10-18,P012,Beefeater,gin,7.43,False
2025-10-18,P013,Gordon's,gin,7.786,False
2025-10-18,P014,Absolut,vodka,15.116,False
2025-10-18,P015,Finlandia,vodka,7.772,False
2025-10-18,P016,Grey Goose,vodka,12.995,False
2025-10-18,P017,Belvedere,vodka,8.458,False
2025-10-18,P018,Stolichnaya,vodka,7.515,False
2025-10-18,P019,Jameson,whiskey,16.131,False
2025-10-18,P020,Jack Daniel's,whiskey,4.183,False
2025-10-18,P021,Johnnie Walker Black,whiskey,12.909,False
2025-10-18,P022,Chivas Regal,whiskey,4.086,False
2025-10-18,P023,Maker's Mark,whiskey,7.858,False
2025-10-18,P024,Glenfiddich 12,whiskey,8.03,False
2025-10-18,P025,Bacardi Carta Blanca,rum,18.446,False
2025-10-18,P026,Havana Club 3,rum,3.829,False
2025-10-18,P027,Captain Morgan,rum,3.743,False
2025-10-18,P028,Diplomatico Reserva,rum,11.715,False
2025-10-18,P029,Jose Cuervo,tequila,9.104,False
2025-10-18,P030,Olmeca Blanco,tequila,8.115,False
2025-10-18,P031,Patron Silver,tequila,7.803,False
2025-10-18,P032,Don Julio Blanco,tequila,7.687,False
2025-10-18,P033,Aperol,aperitif,19.028,False
2025-10-18,P034,Campari,aperitif,3.729,False
2025-10-18,P035,Cointreau,liqueur,4.31,False
2025-10-18,P036,Kahlua,liqueur,6.977,False
2025-10-18,P037,Martini Rosso,vermouth,9.66,False
2025-10-18,P038,House Red Wine,wine,17.29,False
2025-10-18,P039,House White Wine,wine,18.408,False
2025-10-18,P040,Rose Wine,wine,17.0,False
2025-10-18,P041,Prosecco,wine,15.616,False
2025-10-18,P042,Chardonnay,wine,6.04,False
2025-10-18,P043,Coca-Cola,soft_drink,44.7,False
2025-10-18,P044,Coca-Cola Zero,soft_drink,29.6,False
2025-10-18,P045,Sprite,soft_drink,35.2,False
2025-10-18,P046,Tonic Water,soft_drink,32.32,False
2025-10-18,P047,Soda Water,soft_drink,40.8,False
2025-10-18,P048,Red Bull,soft_drink,42.8,False
2025-10-18,P049,Ginger Beer,soft_drink,17.2,False
2025-10-18,P050,Orange Juice,juice,4.0,False
2025-10-18,P051,Cranberry Juice,juice,4.0,False
2025-10-18,P052,Lime Juice,juice,8.753,False
2025-10-18,P053,Lemon Juice,juice,2.925,False
2025-10-18,P054,Sugar Syrup,cocktail_ingredient,5.607,False
2025-10-18,P055,Fresh Mint,cocktail_ingredient,8.368,False
2025-10-18,P056,Coffee Beans,cocktail_ingredient,4.681,False
2025-10-18,K001,Carlsberg 50L,draught_beer,5.24,False
2025-10-18,K002,Tuborg 50L,draught_beer,4.559,False
2025-10-18,K003,Carlsberg 30L,draught_beer,5.63,False
2025-10-18,K004,Malka 30L,draught_beer,5.176,False
2025-10-18,K005,Weihenstephan 30L,draught_beer,4.717,False
2025-10-19,P001,Carlsberg,beer,53.4,False
2025-10-19,P002,Heineken,beer,59.6,False
2025-10-19,P003,Corona,beer,59.2,False
2025-10-19,P004,Guinness,beer,36.6,False
2025-10-19,P005,Goldstar,beer,57.6,False
2025-10-19,P006,Maccabee,beer,31.0,False
2025-10-19,P007,Stella Artois,beer,43.4,False
2025-10-19,P008,Erdinger,beer,24.2,False
2025-10-19,P009,Bombay Sapphire,gin,13.08,False
2025-10-19,P010,Tanqueray,gin,3.915,False
2025-10-19,P011,Hendrick's,gin,15.386,False
2025-10-19,P012,Beefeater,gin,7.43,False
2025-10-19,P013,Gordon's,gin,6.827,False
2025-10-19,P014,Absolut,vodka,14.116,False
2025-10-19,P015,Finlandia,vodka,7.687,False
2025-10-19,P016,Grey Goose,vodka,12.738,False
2025-10-19,P017,Belvedere,vodka,8.287,False
2025-10-19,P018,Stolichnaya,vodka,7.43,False
2025-10-19,P019,Jameson,whiskey,15.617,False
2025-10-19,P020,Jack Daniel's,whiskey,3.668,False
2025-10-19,P021,Johnnie Walker Black,whiskey,12.652,False
2025-10-19,P022,Chivas Regal,whiskey,4.0,False
2025-10-19,P023,Maker's Mark,whiskey,7.773,False
2025-10-19,P024,Glenfiddich 12,whiskey,7.944,False
2025-10-19,P025,Bacardi Carta Blanca,rum,16.738,False
2025-10-19,P026,Havana Club 3,rum,3.658,False
2025-10-19,P027,Captain Morgan,rum,3.658,False
2025-10-19,P028,Diplomatico Reserva,rum,11.629,False
2025-10-19,P029,Jose Cuervo,tequila,8.79,False
2025-10-19,P030,Olmeca Blanco,tequila,8.03,False
2025-10-19,P031,Patron Silver,tequila,7.003,False
2025-10-19,P032,Don Julio Blanco,tequila,7.601,False
2025-10-19,P033,Aperol,aperitif,18.257,False
2025-10-19,P034,Campari,aperitif,3.386,False
2025-10-19,P035,Cointreau,liqueur,3.853,False
2025-10-19,P036,Kahlua,liqueur,6.52,False
2025-10-19,P037,Martini Rosso,vermouth,9.403,False
2025-10-19,P038,House Red Wine,wine,16.07,False
2025-10-19,P039,House White Wine,wine,15.724,False
2025-10-19,P040,Rose Wine,wine,16.2,False
2025-10-19,P041,Prosecco,wine,14.456,False
2025-10-19,P042,Chardonnay,wine,5.84,False
2025-10-19,P043,Coca-Cola,soft_drink,37.3,False
2025-10-19,P044,Coca-Cola Zero,soft_drink,22.6,False
2025-10-19,P045,Sprite,soft_drink,29.2,False
2025-10-19,P046,Tonic Water,soft_drink,28.82,False
2025-10-19,P047,Soda Water,soft_drink,34.4,False
2025-10-19,P048,Red Bull,soft_drink,38.8,False
2025-10-19,P049,Ginger Beer,soft_drink,15.2,False
2025-10-19,P050,Orange Juice,juice,4.0,False
2025-10-19,P051,Cranberry Juice,juice,4.0,False
2025-10-19,P052,Lime Juice,juice,8.053,False
2025-10-19,P053,Lemon Juice,juice,2.825,False
2025-10-19,P054,Sugar Syrup,cocktail_ingredient,5.267,False
2025-10-19,P055,Fresh Mint,cocktail_ingredient,8.224,False
2025-10-19,P056,Coffee Beans,cocktail_ingredient,4.591,False
2025-10-19,K001,Carlsberg 50L,draught_beer,4.717,False
2025-10-19,K002,Tuborg 50L,draught_beer,4.325,False
2025-10-19,K003,Carlsberg 30L,draught_beer,5.214,False
2025-10-19,K004,Malka 30L,draught_beer,4.867,False
2025-10-19,K005,Weihenstephan 30L,draught_beer,4.502,False
2025-10-20,P001,Carlsberg,beer,50.4,False
2025-10-20,P002,Heineken,beer,55.6,False
2025-10-20,P003,Corona,beer,53.2,False
2025-10-20,P004,Guinness,beer,33.6,False
2025-10-20,P005,Goldstar,beer,50.6,False
2025-10-20,P006,Maccabee,beer,28.0,False
2025-10-20,P007,Stella Artois,beer,38.4,False
2025-10-20,P008,Erdinger,beer,22.2,False
2025-10-20,P009,Bombay Sapphire,gin,12.737,False
2025-10-20,P010,Tanqueray,gin,3.829,False
2025-10-20,P011,Hendrick's,gin,15.0,False
2025-10-20,P012,Beefeater,gin,7.258,False
2025-10-20,P013,Gordon's,gin,6.017,False
2025-10-20,P014,Absolut,vodka,13.151,False
2025-10-20,P015,Finlandia,vodka,7.601,False
2025-10-20,P016,Grey Goose,vodka,12.566,False
2025-10-20,P017,Belvedere,vodka,8.287,False
2025-10-20,P018,Stolichnaya,vodka,7.258,False
2025-10-20,P019,Jameson,whiskey,15.36,False
2025-10-20,P020,Jack Daniel's,whiskey,3.411,False
2025-10-20,P021,Johnnie Walker Black,whiskey,12.309,False
2025-10-20,P022,Chivas Regal,whiskey,3.829,False
2025-10-20,P023,Maker's Mark,whiskey,7.687,False
2025-10-20,P024,Glenfiddich 12,whiskey,7.858,False
2025-10-20,P025,Bacardi Carta Blanca,rum,15.248,False
2025-10-20,P026,Havana Club 3,rum,3.401,False
2025-10-20,P027,Captain Morgan,rum,3.572,False
2025-10-20,P028,Diplomatico Reserva,rum,11.544,False
2025-10-20,P029,Jose Cuervo,tequila,8.451,False
2025-10-20,P030,Olmeca Blanco,tequila,7.944,False
2025-10-20,P031,Patron Silver,tequila,6.474,False
2025-10-20,P032,Don Julio Blanco,tequila,7.515,False
2025-10-20,P033,Aperol,aperitif,16.971,False
2025-10-20,P034,Campari,aperitif,15.0,False
2025-10-20,P035,Cointreau,liqueur,3.517,False
2025-10-20,P036,Kahlua,liqueur,6.263,False
2025-10-20,P037,Martini Rosso,vermouth,9.103,False
2025-10-20,P038,House Red Wine,wine,14.606,False
2025-10-20,P039,House White Wine,wine,13.772,False
2025-10-20,P040,Rose Wine,wine,15.6,False
2025-10-20,P041,Prosecco,wine,12.096,False
2025-10-20,P042,Chardonnay,wine,5.64,False
2025-10-20,P043,Coca-Cola,soft_drink,94.8,False
2025-10-20,P044,Coca-Cola Zero,soft_drink,64.6,False
2025-10-20,P045,Sprite,soft_drink,46.2,False
2025-10-20,P046,Tonic Water,soft_drink,23.92,False
2025-10-20,P047,Soda Water,soft_drink,30.18,False
2025-10-20,P048,Red Bull,soft_drink,60.8,False
2025-10-20,P049,Ginger Beer,soft_drink,37.2,False
2025-10-20,P050,Orange Juice,juice,4.0,False
2025-10-20,P051,Cranberry Juice,juice,4.0,False
2025-10-20,P052,Lime Juice,juice,7.603,False
2025-10-20,P053,Lemon Juice,juice,8.7,False
2025-10-20,P054,Sugar Syrup,cocktail_ingredient,4.997,False
2025-10-20,P055,Fresh Mint,cocktail_ingredient,8.116,False
2025-10-20,P056,Coffee Beans,cocktail_ingredient,4.51,False
2025-10-20,K001,Carlsberg 50L,draught_beer,4.419,False
2025-10-20,K002,Tuborg 50L,draught_beer,4.043,False
2025-10-20,K003,Carlsberg 30L,draught_beer,4.678,False
2025-10-20,K004,Malka 30L,draught_beer,4.679,False
2025-10-20,K005,Weihenstephan 30L,draught_beer,4.18,False
2025-10-21,P001,Carlsberg,beer,44.4,False
2025-10-21,P002,Heineken,beer,48.6,False
2025-10-21,P003,Corona,beer,48.2,False
2025-10-21,P004,Guinness,beer,30.6,False
2025-10-21,P005,Goldstar,beer,41.6,False
2025-10-21,P006,Maccabee,beer,24.0,False
2025-10-21,P007,Stella Artois,beer,35.4,False
2025-10-21,P008,Erdinger,beer,20.2,False
2025-10-21,P009,Bombay Sapphire,gin,12.48,False
2025-10-21,P010,Tanqueray,gin,3.572,False
2025-10-21,P011,Hendrick's,gin,14.657,False
2025-10-21,P012,Beefeater,gin,7.087,False
2025-10-21,P013,Gordon's,gin,16.579,False
2025-10-21,P014,Absolut,vodka,11.844,False
2025-10-21,P015,Finlandia,vodka,7.43,False
2025-10-21,P016,Grey Goose,vodka,12.223,False
2025-10-21,P017,Belvedere,vodka,8.116,False
2025-10-21,P018,Stolichnaya,vodka,7.087,False
2025-10-21,P019,Jameson,whiskey,15.103,False
2025-10-21,P020,Jack Daniel's,whiskey,14.897,False
2025-10-21,P021,Johnnie Walker Black,whiskey,11.966,False
2025-10-21,P022,Chivas Regal,whiskey,3.658,False
2025-10-21,P023,Maker's Mark,whiskey,7.43,False
2025-10-21,P024,Glenfiddich 12,whiskey,7.687,False
2025-10-21,P025,Bacardi Carta Blanca,rum,25.845,False
2025-10-21,P026,Havana Club 3,rum,15.229,False
2025-10-21,P027,Captain Morgan,rum,3.401,False
2025-10-21,P028,Diplomatico Reserva,rum,11.458,False
