reservation_id,date,time,party_size,reservation_type,status
R000557,2025-11-20,18:30,4,regular,confirmed
R000558,2025-11-20,20:00,2,regular,confirmed
R000559,2025-11-20,21:00,5,regular,confirmed
R000560,2025-11-20,22:00,12,birthday,confirmed
R000561,2025-11-20,21:00,6,regular,confirmed
R000562,2025-11-20,22:00,2,regular,confirmed
R000563,2025-11-20,18:30,2,regular,confirmed
R000564,2025-11-20,20:30,14,birthday,confirmed
R000565,2025-11-21,18:30,4,regular,confirmed
R000566,2025-11-21,22:00,2,regular,confirmed
R000567,2025-11-21,22:00,4,regular,cancelled
R000568,2025-11-21,20:00,11,birthday,confirmed
R000569,2025-11-21,21:00,5,regular,confirmed
R000570,2025-11-21,18:30,4,regular,confirmed
R000571,2025-11-21,21:00,4,regular,confirmed
R000572,2025-11-21,20:30,5,regular,confirmed
R000573,2025-11-21,20:30,2,regular,confirmed
R000574,2025-11-21,20:00,4,regular,confirmed
R000575,2025-11-21,21:00,14,large_group,confirmed
R000576,2025-11-21,22:00,5,regular,confirmed
R000577,2025-11-21,18:30,5,regular,confirmed
R000578,2025-11-21,21:00,2,regular,confirmed
R000579,2025-11-21,22:00,4,regular,confirmed
R000580,2025-11-21,22:00,13,birthday,confirmed
R000581,2025-11-22,20:30,4,regular,confirmed
R000582,2025-11-22,21:00,4,regular,confirmed
R000583,2025-11-22,19:00,3,regular,confirmed
R000584,2025-11-22,21:00,4,regular,confirmed
R000585,2025-11-22,18:30,5,regular,confirmed
R000586,2025-11-22,20:30,3,regular,confirmed
R000587,2025-11-22,19:00,2,regular,confirmed
R000588,2025-11-22,18:30,11,birthday,cancelled
R000589,2025-11-22,18:30,4,regular,confirmed
R000590,2025-11-22,20:00,4,regular,confirmed
R000591,2025-11-23,20:00,2,regular,confirmed
R000592,2025-11-23,20:00,14,birthday,confirmed
R000593,2025-11-24,21:00,2,regular,confirmed
R000594,2025-11-24,20:00,2,regular,confirmed
R000595,2025-11-24,20:30,30,private_event,confirmed
R000596,2025-11-25,19:00,9,birthday,confirmed
R000597,2025-11-25,20:30,6,regular,confirmed
R000598,2025-11-25,20:30,6,regular,confirmed
R000599,2025-11-25,18:30,3,regular,confirmed
R000600,2025-11-26,20:30,2,regular,confirmed
R000601,2025-11-26,20:30,6,regular,confirmed
R000602,2025-11-27,18:30,5,regular,confirmed
R000603,2025-11-27,18:30,4,regular,confirmed
R000604,2025-11-27,18:30,3,regular,confirmed
R000605,2025-11-27,22:00,2,regular,confirmed
R000606,2025-11-27,19:00,6,regular,confirmed
R000607,2025-11-27,21:00,2,regular,confirmed
R000608,2025-11-27,20:30,2,regular,confirmed
R000609,2025-11-27,20:30,2,regular,confirmed
R000610,2025-11-27,20:00,4,regular,confirmed
R000611,2025-11-27,20:30,6,regular,confirmed
R000612,2025-11-27,19:00,5,regular,confirmed
R000613,2025-11-28,20:00,5,regular,confirmed
R000614,2025-11-28,20:00,2,regular,confirmed
R000615,2025-11-28,21:00,2,regular,confirmed
R000616,2025-11-28,21:00,10,birthday,confirmed
R000617,2025-11-28,18:30,13,birthday,confirmed
R000618,2025-11-28,19:00,2,regular,confirmed
R000619,2025-11-28,21:00,2,regular,confirmed
R000620,2025-11-28,20:30,4,regular,confirmed
R000621,2025-11-28,19:00,2,regular,confirmed
R000622,2025-11-28,19:00,2,regular,cancelled
R000623,2025-11-28,18:30,6,regular,cancelled
R000624,2025-11-28,18:30,4,regular,confirmed
R000625,2025-11-28,20:30,5,regular,confirmed
R000626,2025-11-29,20:30,6,regular,confirmed
R000627,2025-11-29,20:00,5,regular,confirmed
R000628,2025-11-29,22:00,6,regular,confirmed
R000629,2025-11-29,20:30,5,regular,confirmed
R000630,2025-11-29,20:30,6,regular,confirmed
R000631,2025-11-29,19:00,2,regular,confirmed
R000632,2025-11-29,19:00,6,regular,confirmed
R000633,2025-11-29,18:30,6,regular,confirmed
R000634,2025-11-29,19:00,6,regular,confirmed
R000635,2025-11-29,21:00,53,private_event,confirmed
R000636,2025-11-29,20:00,4,regular,confirmed
R000637,2025-11-29,19:00,5,regular,confirmed
R000638,2025-11-30,21:00,4,regular,cancelled
R000639,2025-11-30,19:00,3,regular,confirmed
R000640,2025-11-30,20:30,2,regular,confirmed
R000641,2025-11-30,20:30,5,regular,confirmed
R000642,2025-11-30,21:00,3,regular,confirmed
R000643,2025-12-01,20:30,5,regular,confirmed
R000644,2025-12-01,19:00,6,regular,confirmed
R000645,2025-12-01,21:00,6,regular,confirmed
R000646,2025-12-01,21:00,6,regular,confirmed
R000647,2025-12-01,21:00,5,regular,confirmed
R000648,2025-12-01,22:00,6,regular,confirmed
R000649,2025-12-01,20:30,2,regular,confirmed
R000650,2025-12-02,21:00,2,regular,confirmed
R000651,2025-12-02,18:30,4,regular,confirmed
R000652,2025-12-02,19:00,5,regular,confirmed
R000653,2025-12-02,21:00,6,regular,confirmed
R000654,2025-12-02,20:00,2,regular,confirmed
R000655,2025-12-02,18:30,6,regular,confirmed
R000656,2025-12-03,18:30,6,regular,confirmed
R000657,2025-12-03,18:30,2,regular,confirmed
R000658,2025-12-03,22:00,3,regular,confirmed
R000659,2025-12-04,22:00,39,private_event,confirmed
R000660,2025-12-04,19:00,3,regular,confirmed
R000661,2025-12-04,21:00,13,birthday,confirmed
R000662,2025-12-04,20:00,52,private_event,confirmed
R000663,2025-12-04,21:00,11,birthday,confirmed
R000664,2025-12-04,21:00,2,regular,confirmed
R000665,2025-12-04,22:00,22,large_group,confirmed
R000666,2025-12-04,19:00,6,regular,confirmed
R000667,2025-12-04,20:00,4,regular,confirmed
R000668,2025-12-04,21:00,26,large_group,confirmed
R000669,2025-12-04,21:00,2,regular,confirmed
R000670,2025-12-04,22:00,6,regular,confirmed
R000671,2025-12-04,21:00,4,regular,confirmed
R000672,2025-12-04,22:00,3,regular,confirmed
R000673,2025-12-04,18:30,2,regular,confirmed
R000674,2025-12-04,20:30,13,birthday,confirmed
R000675,2025-12-05,22:00,3,regular,cancelled
R000676,2025-12-05,18:30,3,regular,cancelled
R000677,2025-12-05,20:30,4,regular,confirmed
R000678,2025-12-05,20:30,2,regular,confirmed
R000679,2025-12-05,18:30,4,regular,confirmed
R000680,2025-12-05,18:30,2,regular,confirmed
R000681,2025-12-05,20:00,2,regular,confirmed
R000682,2025-12-05,19:00,4,regular,confirmed
R000683,2025-12-05,19:00,2,regular,confirmed
R000684,2025-12-05,19:00,4,regular,confirmed
R000685,2025-12-05,20:00,2,regular,confirmed
R000686,2025-12-05,22:00,2,regular,confirmed
R000687,2025-12-05,19:00,2,regular,confirmed
R000688,2025-12-05,20:00,4,regular,confirmed
R000689,2025-12-06,21:00,4,regular,confirmed
R000690,2025-12-06,22:00,16,birthday,confirmed
R000691,2025-12-06,20:30,2,regular,confirmed
R000692,2025-12-06,21:00,4,regular,confirmed
R000693,2025-12-06,20:00,6,regular,confirmed
R000694,2025-12-06,22:00,8,birthday,confirmed
R000695,2025-12-06,20:30,3,regular,confirmed
R000696,2025-12-06,22:00,2,regular,confirmed
R000697,2025-12-06,20:00,4,regular,confirmed
R000698,2025-12-06,18:30,6,regular,confirmed
R000699,2025-12-07,21:00,4,regular,confirmed
R000700,2025-12-07,18:30,4,regular,cancelled
R000701,2025-12-07,19:00,12,large_group,confirmed
R000702,2025-12-07,19:00,2,regular,confirmed
R000703,2025-12-08,19:00,2,regular,confirmed
R000704,2025-12-08,21:00,2,regular,confirmed
R000705,2025-12-08,20:30,12,large_group,cancelled
R000706,2025-12-08,21:00,4,regular,confirmed
R000707,2025-12-08,20:30,2,regular,confirmed
R000708,2025-12-09,21:00,2,regular,confirmed
R000709,2025-12-09,20:00,6,regular,confirmed
R000710,2025-12-09,21:00,2,regular,confirmed
R000711,2025-12-09,20:00,3,regular,confirmed
R000712,2025-12-10,22:00,2,regular,confirmed
R000713,2025-12-10,19:00,2,regular,confirmed
R000714,2025-12-10,18:30,4,regular,confirmed
R000715,2025-12-10,20:00,21,large_group,confirmed
R000716,2025-12-10,19:00,3,regular,confirmed
R000717,2025-12-10,20:00,6,regular,confirmed
R000718,2025-12-10,19:00,5,regular,confirmed
R000719,2025-12-10,21:00,5,regular,confirmed
R000720,2025-12-10,18:30,4,regular,cancelled
R000721,2025-12-11,20:00,46,private_event,confirmed
R000722,2025-12-11,19:00,3,regular,confirmed
R000723,2025-12-11,19:00,5,regular,confirmed
R000724,2025-12-11,20:00,3,regular,confirmed
R000725,2025-12-11,18:30,4,regular,confirmed
R000726,2025-12-11,20:30,3,regular,confirmed
R000727,2025-12-11,21:00,2,regular,confirmed
R000728,2025-12-11,21:00,2,regular,confirmed
R000729,2025-12-11,21:00,5,regular,confirmed
R000730,2025-12-11,19:00,2,regular,confirmed
R000731,2025-12-11,19:00,2,regular,confirmed
R000732,2025-12-11,19:00,6,regular,confirmed
R000733,2025-12-12,18:30,2,regular,confirmed
R000734,2025-12-12,22:00,4,regular,confirmed
R000735,2025-12-12,19:00,2,regular,confirmed
R000736,2025-12-12,18:30,27,private_event,confirmed
R000737,2025-12-12,21:00,2,regular,confirmed
R000738,2025-12-12,21:00,6,regular,cancelled
R000739,2025-12-12,22:00,4,regular,confirmed
R000740,2025-12-12,18:30,5,regular,confirmed
R000741,2025-12-12,19:00,2,regular,confirmed
R000742,2025-12-12,20:00,16,birthday,confirmed
R000743,2025-12-12,20:30,10,birthday,confirmed
R000744,2025-12-12,20:00,28,private_event,confirmed
R000745,2025-12-12,18:30,15,birthday,confirmed
R000746,2025-12-12,20:30,5,regular,confirmed
R000747,2025-12-12,19:00,5,regular,confirmed
R000748,2025-12-12,18:30,12,birthday,confirmed
R000749,2025-12-13,20:00,4,regular,confirmed
R000750,2025-12-13,21:00,4,regular,confirmed
R000751,2025-12-13,21:00,3,regular,confirmed
R000752,2025-12-13,18:30,4,regular,confirmed
R000753,2025-12-13,18:30,15,birthday,confirmed
R000754,2025-12-13,19:00,4,regular,confirmed
R000755,2025-12-13,18:30,4,regular,confirmed
R000756,2025-12-13,20:00,3,regular,cancelled
R000757,2025-12-14,20:30,6,regular,confirmed
R000758,2025-12-14,22:00,2,regular,confirmed
R000759,2025-12-14,20:00,5,regular,confirmed
R000760,2025-12-14,20:30,5,regular,confirmed
R000761,2025-12-14,18:30,2,regular,confirmed
R000762,2025-12-14,19:00,3,regular,confirmed
R000763,2025-12-14,22:00,12,birthday,confirmed
R000764,2025-12-15,20:00,2,regular,cancelled
R000765,2025-12-15,20:30,4,regular,cancelled
R000766,2025-12-15,20:30,15,birthday,confirmed
R000767,2025-12-15,19:00,6,regular,confirmed
R000768,2025-12-16,20:30,2,regular,confirmed
R000769,2025-12-16,19:00,4,regular,confirmed
R000770,2025-12-16,21:00,3,regular,cancelled
R000771,2025-12-16,19:00,22,large_group,confirmed
R000772,2025-12-17,21:00,4,regular,confirmed
R000773,2025-12-17,20:30,2,regular,confirmed
R000774,2025-12-17,22:00,2,regular,confirmed
R000775,2025-12-17,21:00,3,regular,confirmed
R000776,2025-12-18,20:00,5,regular,confirmed
R000777,2025-12-18,22:00,3,regular,confirmed
R000778,2025-12-18,19:00,2,regular,confirmed
R000779,2025-12-18,22:00,4,regular,confirmed
R000780,2025-12-18,18:30,5,regular,confirmed
R000781,2025-12-19,20:00,4,regular,confirmed
R000782,2025-12-19,22:00,12,birthday,confirmed
R000783,2025-12-19,20:00,15,birthday,confirmed
R000784,2025-12-19,18:30,6,regular,confirmed
R000785,2025-12-19,21:00,4,regular,confirmed
R000786,2025-12-19,18:30,5,regular,confirmed
R000787,2025-12-19,18:30,2,regular,cancelled
R000788,2025-12-19,19:00,2,regular,confirmed
R000789,2025-12-19,21:00,16,birthday,confirmed
R000790,2025-12-20,22:00,23,large_group,confirmed
R000791,2025-12-20,18:30,5,regular,confirmed
R000792,2025-12-20,20:00,4,regular,confirmed
R000793,2025-12-20,21:00,5,regular,confirmed
R000794,2025-12-20,18:30,3,regular,confirmed
R000795,2025-12-20,22:00,4,regular,confirmed
R000796,2025-12-21,21:00,2,regular,confirmed
R000797,2025-12-21,21:00,4,regular,confirmed
R000798,2025-12-21,22:00,4,regular,confirmed
R000799,2025-12-21,22:00,4,regular,confirmed
R000800,2025-12-21,20:30,3,regular,confirmed
R000801,2025-12-21,20:00,2,regular,confirmed
R000802,2025-12-21,20:30,2,regular,confirmed
R000803,2025-12-21,22:00,2,regular,confirmed
R000804,2025-12-22,21:00,4,regular,cancelled
R000805,2025-12-22,20:30,2,regular,confirmed
R000806,2025-12-22,21:00,5,regular,confirmed
R000807,2025-12-22,22:00,4,regular,confirmed
R000808,2025-12-22,18:30,2,regular,confirmed
R000809,2025-12-23,20:00,6,regular,confirmed
R000810,2025-12-23,18:30,6,regular,confirmed
R000811,2025-12-23,18:30,6,regular,confirmed
R000812,2025-12-23,20:00,4,regular,confirmed
R000813,2025-12-23,20:00,2,regular,confirmed
R000814,2025-12-23,20:30,15,birthday,confirmed
R000815,2025-12-24,21:00,5,regular,confirmed
R000816,2025-12-24,20:00,15,birthday,confirmed
R000817,2025-12-24,22:00,2,regular,confirmed
R000818,2025-12-24,21:00,3,regular,confirmed
R000819,2025-12-24,20:30,2,regular,confirmed
R000820,2025-12-24,20:00,6,regular,confirmed
R000821,2025-12-25,18:30,13,birthday,confirmed
R000822,2025-12-25,22:00,4,regular,confirmed
R000823,2025-12-25,21:00,3,regular,confirmed
R000824,2025-12-25,20:00,2,regular,confirmed
R000825,2025-12-25,20:00,6,regular,confirmed
R000826,2025-12-25,19:00,3,regular,confirmed
R000827,2025-12-25,20:00,2,regular,confirmed
R000828,2025-12-25,22:00,12,birthday,confirmed
R000829,2025-12-26,22:00,4,regular,cancelled
R000830,2025-12-26,20:00,4,regular,confirmed
R000831,2025-12-26,21:00,5,regular,cancelled
R000832,2025-12-26,18:30,3,regular,confirmed
R000833,2025-12-26,22:00,2,regular,confirmed
R000834,2025-12-26,21:00,4,regular,confirmed
R000835,2025-12-26,19:00,6,regular,confirmed
R000836,2025-12-26,20:00,5,regular,confirmed
R000837,2025-12-26,20:30,4,regular,confirmed
R000838,2025-12-26,21:00,4,regular,confirmed
R000839,2025-12-26,22:00,4,regular,confirmed
R000840,2025-12-27,22:00,2,regular,confirmed
R000841,2025-12-27,21:00,2,regular,confirmed
R000842,2025-12-27,21:00,4,regular,confirmed
R000843,2025-12-27,21:00,6,regular,confirmed
R000844,2025-12-27,20:00,3,regular,confirmed
R000845,2025-12-27,19:00,2,regular,confirmed
R000846,2025-12-27,22:00,2,regular,confirmed
R000847,2025-12-27,19:00,3,regular,confirmed
R000848,2025-12-27,22:00,2,regular,confirmed
R000849,2025-12-28,22:00,2,regular,confirmed
R000850,2025-12-28,19:00,55,private_event,confirmed
R000851,2025-12-28,20:30,4,regular,cancelled
R000852,2025-12-28,20:30,4,regular,confirmed
R000853,2025-12-28,19:00,5,regular,cancelled
R000854,2025-12-28,19:00,4,regular,confirmed
R000855,2025-12-28,19:00,6,regular,confirmed
R000856,2025-12-28,19:00,19,large_group,confirmed
R000857,2025-12-29,22:00,3,regular,confirmed
R000858,2025-12-29,19:00,15,birthday,confirmed
R000859,2025-12-30,19:00,2,regular,confirmed
R000860,2025-12-30,20:30,4,regular,confirmed
R000861,2025-12-30,22:00,5,regular,confirmed
R000862,2025-12-30,19:00,3,regular,confirmed
R000863,2025-12-31,21:00,4,regular,confirmed
R000864,2025-12-31,22:00,5,regular,confirmed
R000865,2025-12-31,18:30,3,regular,confirmed
R000866,2025-12-31,19:00,2,regular,confirmed
R000867,2025-12-31,19:00,5,regular,confirmed
R000868,2025-12-31,20:00,3,regular,cancelled
R000869,2025-12-31,19:00,3,regular,confirmed
R000870,2025-12-31,22:00,6,regular,confirmed
R000871,2025-12-31,19:00,3,regular,confirmed
R000872,2026-01-01,18:30,14,birthday,confirmed
R000873,2026-01-01,18:30,2,regular,confirmed
R000874,2026-01-01,18:30,3,regular,confirmed
R000875,2026-01-01,20:00,2,regular,confirmed
R000876,2026-01-01,19:00,2,regular,confirmed
R000877,2026-01-01,18:30,6,regular,confirmed
R000878,2026-01-01,19:00,2,regular,confirmed
R000879,2026-01-02,20:00,3,regular,confirmed
R000880,2026-01-02,21:00,4,regular,confirmed
R000881,2026-01-02,21:00,10,birthday,cancelled
R000882,2026-01-02,20:30,2,regular,confirmed
R000883,2026-01-02,20:00,4,regular,confirmed
R000884,2026-01-02,21:00,4,regular,confirmed
R000885,2026-01-02,20:00,2,regular,confirmed
R000886,2026-01-02,18:30,5,regular,confirmed
R000887,2026-01-02,22:00,4,regular,confirmed
R000888,2026-01-02,22:00,2,regular,confirmed
R000889,2026-01-03,22:00,6,regular,confirmed
R000890,2026-01-03,21:00,3,regular,confirmed
R000891,2026-01-03,21:00,3,regular,cancelled
R000892,2026-01-03,18:30,4,regular,confirmed
R000893,2026-01-03,18:30,4,regular,confirmed
R000894,2026-01-03,22:00,4,regular,confirmed
R000895,2026-01-03,21:00,2,regular,confirmed
R000896,2026-01-03,22:00,5,regular,confirmed
R000897,2026-01-03,18:30,6,regular,confirmed
R000898,2026-01-03,21:00,3,regular,confirmed
R000899,2026-01-03,18:30,2,regular,confirmed
R000900,2026-01-04,19:00,3,regular,confirmed
R000901,2026-01-04,20:30,2,regular,confirmed
R000902,2026-01-04,20:30,8,birthday,confirmed
R000903,2026-01-05,21:00,2,regular,confirmed
R000904,2026-01-05,20:30,6,regular,confirmed
R000905,2026-01-05,19:00,5,regular,confirmed
R000906,2026-01-05,20:30,5,regular,confirmed
R000907,2026-01-05,18:30,2,regular,confirmed
R000908,2026-01-06,22:00,3,regular,confirmed
R000909,2026-01-06,20:00,2,regular,confirmed
R000910,2026-01-06,18:30,2,regular,confirmed
R000911,2026-01-06,18:30,4,regular,confirmed
R000912,2026-01-07,20:30,55,private_event,confirmed
R000913,2026-01-08,19:00,4,regular,confirmed
R000914,2026-01-08,22:00,4,regular,confirmed
R000915,2026-01-09,19:00,4,regular,confirmed
R000916,2026-01-09,22:00,5,regular,confirmed
R000917,2026-01-09,19:00,6,regular,cancelled
R000918,2026-01-09,20:30,3,regular,confirmed
R000919,2026-01-09,21:00,5,regular,cancelled
R000920,2026-01-09,20:00,2,regular,confirmed
R000921,2026-01-09,21:00,3,regular,confirmed
R000922,2026-01-09,18:30,4,regular,confirmed
R000923,2026-01-09,18:30,2,regular,confirmed
R000924,2026-01-09,20:00,5,regular,confirmed
R000925,2026-01-09,18:30,4,regular,confirmed
R000926,2026-01-09,21:00,5,regular,confirmed
R000927,2026-01-09,19:00,5,regular,confirmed
R000928,2026-01-09,20:30,2,regular,confirmed
R000929,2026-01-10,20:00,55,private_event,confirmed
R000930,2026-01-10,19:00,5,regular,confirmed
R000931,2026-01-10,20:00,3,regular,confirmed
R000932,2026-01-10,20:00,2,regular,confirmed
R000933,2026-01-10,18:30,6,regular,confirmed
R000934,2026-01-10,22:00,5,regular,confirmed
R000935,2026-01-10,21:00,4,regular,confirmed
R000936,2026-01-10,21:00,24,large_group,confirmed
R000937,2026-01-10,18:30,5,regular,confirmed
R000938,2026-01-10,18:30,3,regular,confirmed
R000939,2026-01-10,18:30,4,regular,confirmed
R000940,2026-01-11,18:30,6,regular,confirmed
R000941,2026-01-11,21:00,3,regular,confirmed
R000942,2026-01-11,21:00,4,regular,confirmed
R000943,2026-01-12,21:00,4,regular,confirmed
R000944,2026-01-12,20:00,6,regular,confirmed
R000945,2026-01-12,19:00,4,regular,confirmed
R000946,2026-01-12,20:00,5,regular,confirmed
R000947,2026-01-13,18:30,6,regular,confirmed
R000948,2026-01-13,21:00,4,regular,confirmed
R000949,2026-01-13,20:00,2,regular,confirmed
R000950,2026-01-13,22:00,4,regular,confirmed
R000951,2026-01-13,20:00,6,regular,confirmed
R000952,2026-01-14,19:00,2,regular,confirmed
R000953,2026-01-14,20:30,4,regular,confirmed
R000954,2026-01-14,19:00,2,regular,confirmed
R000955,2026-01-14,22:00,6,regular,confirmed
R000956,2026-01-15,22:00,2,regular,confirmed
R000957,2026-01-15,21:00,43,private_event,confirmed
R000958,2026-01-15,20:30,11,birthday,confirmed
R000959,2026-01-15,20:00,2,regular,confirmed
R000960,2026-01-15,18:30,5,regular,confirmed
R000961,2026-01-15,19:00,6,regular,confirmed
R000962,2026-01-15,19:00,2,regular,confirmed
R000963,2026-01-15,21:00,6,regular,confirmed
R000964,2026-01-16,20:30,4,regular,confirmed
R000965,2026-01-16,20:00,2,regular,confirmed
R000966,2026-01-16,19:00,5,regular,confirmed
R000967,2026-01-16,20:00,16,large_group,confirmed
R000968,2026-01-16,20:00,6,regular,confirmed
R000969,2026-01-16,21:00,2,regular,confirmed
R000970,2026-01-16,21:00,4,regular,confirmed
R000971,2026-01-16,20:30,4,regular,confirmed
R000972,2026-01-16,21:00,4,regular,confirmed
R000973,2026-01-16,19:00,13,birthday,confirmed
R000974,2026-01-16,22:00,4,regular,cancelled
R000975,2026-01-16,20:00,12,birthday,confirmed
R000976,2026-01-16,20:30,2,regular,confirmed
R000977,2026-01-16,18:30,5,regular,confirmed
R000978,2026-01-17,21:00,6,regular,confirmed
R000979,2026-01-17,22:00,4,regular,confirmed
R000980,2026-01-17,22:00,2,regular,confirmed
R000981,2026-01-17,18:30,4,regular,confirmed
R000982,2026-01-17,22:00,2,regular,confirmed
R000983,2026-01-17,19:00,5,regular,confirmed
R000984,2026-01-17,22:00,5,regular,confirmed
R000985,2026-01-17,20:00,2,regular,cancelled
R000986,2026-01-18,18:30,4,regular,confirmed
R000987,2026-01-18,19:00,6,regular,confirmed
R000988,2026-01-18,18:30,15,birthday,cancelled
R000989,2026-01-18,20:30,2,regular,confirmed
R000990,2026-01-19,22:00,4,regular,confirmed
R000991,2026-01-19,20:30,14,large_group,confirmed
R000992,2026-01-19,18:30,2,regular,confirmed
R000993,2026-01-20,21:00,3,regular,confirmed
R000994,2026-01-20,19:00,4,regular,confirmed
R000995,2026-01-20,18:30,2,regular,confirmed
R000996,2026-01-21,19:00,4,regular,confirmed
R000997,2026-01-21,21:00,5,regular,confirmed
R000998,2026-01-21,21:00,5,regular,confirmed
R000999,2026-01-21,19:00,4,regular,confirmed
R001000,2026-01-21,21:00,11,birthday,confirmed
R001001,2026-01-21,21:00,4,regular,confirmed
R001002,2026-01-22,22:00,2,regular,confirmed
R001003,2026-01-22,21:00,2,regular,confirmed
R001004,2026-01-22,22:00,6,regular,confirmed
R001005,2026-01-22,20:30,3,regular,confirmed
R001006,2026-01-22,19:00,4,regular,confirmed
R001007,2026-01-22,19:00,11,birthday,confirmed
R001008,2026-01-22,21:00,6,regular,confirmed
R001009,2026-01-22,19:00,2,regular,confirmed
R001010,2026-01-22,20:30,4,regular,confirmed
R001011,2026-01-22,22:00,4,regular,confirmed
R001012,2026-01-22,22:00,4,regular,confirmed
R001013,2026-01-23,20:30,2,regular,confirmed
R001014,2026-01-23,19:00,5,regular,confirmed
R001015,2026-01-23,19:00,2,regular,confirmed
R001016,2026-01-23,22:00,2,regular,confirmed
R001017,2026-01-23,19:00,6,regular,confirmed
R001018,2026-01-23,18:30,16,birthday,confirmed
R001019,2026-01-23,20:30,3,regular,cancelled
R001020,2026-01-23,19:00,5,regular,confirmed
R001021,2026-01-23,21:00,14,birthday,confirmed
R001022,2026-01-23,21:00,12,birthday,confirmed
R001023,2026-01-24,18:30,2,regular,confirmed
R001024,2026-01-24,22:00,2,regular,confirmed
R001025,2026-01-24,20:00,4,regular,confirmed
R001026,2026-01-24,22:00,16,birthday,confirmed
R001027,2026-01-24,18:30,4,regular,confirmed
R001028,2026-01-24,21:00,4,regular,confirmed
R001029,2026-01-24,20:00,3,regular,confirmed
R001030,2026-01-25,19:00,2,regular,confirmed
R001031,2026-01-25,22:00,4,regular,confirmed
R001032,2026-01-25,22:00,6,regular,confirmed
R001033,2026-01-25,20:00,39,private_event,confirmed
R001034,2026-01-25,21:00,4,regular,confirmed
R001035,2026-01-25,20:30,2,regular,confirmed
R001036,2026-01-25,18:30,2,regular,confirmed
R001037,2026-01-25,20:00,3,regular,confirmed
R001038,2026-01-26,20:30,4,regular,confirmed
R001039,2026-01-26,19:00,5,regular,confirmed
R001040,2026-01-26,20:30,5,regular,confirmed
R001041,2026-01-26,19:00,2,regular,confirmed
R001042,2026-01-26,20:00,8,birthday,confirmed
R001043,2026-01-26,20:00,3,regular,confirmed
R001044,2026-01-26,19:00,3,regular,confirmed
R001045,2026-01-26,20:00,6,regular,confirmed
R001046,2026-01-27,20:30,4,regular,confirmed
R001047,2026-01-27,20:00,6,regular,confirmed
R001048,2026-01-27,21:00,2,regular,confirmed
R001049,2026-01-27,21:00,3,regular,confirmed
R001050,2026-01-27,18:30,2,regular,confirmed
R001051,2026-01-27,20:00,4,regular,confirmed
R001052,2026-01-28,20:00,2,regular,confirmed
R001053,2026-01-28,21:00,4,regular,confirmed
R001054,2026-01-28,20:30,3,regular,confirmed
R001055,2026-01-29,22:00,4,regular,confirmed
R001056,2026-01-29,19:00,4,regular,confirmed
R001057,2026-01-29,18:30,2,regular,confirmed
R001058,2026-01-29,21:00,4,regular,confirmed
R001059,2026-01-29,20:00,2,regular,confirmed
R001060,2026-01-29,19:00,5,regular,confirmed
R001061,2026-01-29,22:00,2,regular,confirmed
R001062,2026-01-29,18:30,6,regular,confirmed
R001063,2026-01-29,21:00,3,regular,confirmed
R001064,2026-01-30,21:00,4,regular,cancelled
R001065,2026-01-30,20:30,2,regular,confirmed
R001066,2026-01-30,19:00,5,regular,confirmed
R001067,2026-01-30,22:00,2,regular,confirmed
R001068,2026-01-30,20:00,6,regular,cancelled
R001069,2026-01-30,18:30,4,regular,confirmed
R001070,2026-01-30,20:30,2,regular,confirmed
R001071,2026-01-30,22:00,3,regular,confirmed
R001072,2026-01-30,21:00,5,regular,confirmed
R001073,2026-01-30,20:00,4,regular,confirmed
R001074,2026-01-30,22:00,3,regular,confirmed
R001075,2026-01-30,21:00,8,birthday,confirmed
R001076,2026-01-30,20:30,3,regular,confirmed
R001077,2026-01-30,22:00,4,regular,confirmed
R001078,2026-01-30,21:00,4,regular,confirmed
R001079,2026-01-31,20:00,2,regular,confirmed
R001080,2026-01-31,20:30,2,regular,confirmed
R001081,2026-01-31,21:00,4,regular,confirmed
R001082,2026-01-31,20:30,2,regular,confirmed
R001083,2026-01-31,22:00,5,regular,confirmed
R001084,2026-01-31,20:30,3,regular,confirmed
R001085,2026-01-31,21:00,11,birthday,confirmed
R001086,2026-01-31,20:00,6,regular,confirmed
R001087,2026-01-31,20:00,2,regular,confirmed
R001088,2026-01-31,18:30,4,regular,confirmed
R001089,2026-01-31,20:00,4,regular,confirmed
R001090,2026-02-01,20:30,10,birthday,confirmed
R001091,2026-02-01,22:00,2,regular,confirmed
R001092,2026-02-01,20:00,2,regular,confirmed
R001093,2026-02-01,20:30,14,birthday,confirmed
R001094,2026-02-01,20:30,4,regular,confirmed
R001095,2026-02-01,21:00,3,regular,confirmed
R001096,2026-02-03,21:00,2,regular,confirmed
R001097,2026-02-03,22:00,6,regular,confirmed
R001098,2026-02-03,20:00,2,regular,confirmed
R001099,2026-02-03,20:00,6,regular,confirmed
R001100,2026-02-03,21:00,6,regular,confirmed
R001101,2026-02-03,19:00,15,birthday,confirmed
R001102,2026-02-03,22:00,4,regular,confirmed
R001103,2026-02-03,19:00,2,regular,confirmed
R001104,2026-02-03,22:00,5,regular,cancelled
R001105,2026-02-04,21:00,4,regular,confirmed
R001106,2026-02-04,18:30,4,regular,confirmed
R001107,2026-02-04,19:00,6,regular,confirmed
R001108,2026-02-04,18:30,13,birthday,confirmed
R001109,2026-02-04,21:00,6,regular,confirmed
R001110,2026-02-04,18:30,4,regular,confirmed
R001111,2026-02-04,20:30,2,regular,confirmed
R001112,2026-02-05,21:00,3,regular,confirmed
