order_id,order_date,product_id,product_name,quantity,expected_delivery_date,actual_delivery_date,status,supplier_id,supplier
O000492,2025-11-13,P035,Cointreau,12,2025-11-14,2025-11-14,delivered,SUP01,Hakerem Distillers
O000493,2025-11-13,P042,Chardonnay,12,2025-11-14,2025-11-14,delivered,SUP01,Hakerem Distillers
O000494,2025-11-14,P001,Carlsberg,48,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000495,2025-11-14,P002,Heineken,48,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000496,2025-11-14,P003,Corona,24,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000497,2025-11-14,P005,Goldstar,48,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000498,2025-11-14,P006,Maccabee,24,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000499,2025-11-14,P007,Stella Artois,24,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000500,2025-11-14,K001,Carlsberg 50L,2,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000501,2025-11-14,K002,Tuborg 50L,1,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000502,2025-11-14,K003,Carlsberg 30L,2,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000503,2025-11-14,K004,Malka 30L,2,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000504,2025-11-14,K005,Weihenstephan 30L,1,2025-11-15,2025-11-15,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000505,2025-11-16,P043,Coca-Cola,48,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000506,2025-11-16,P044,Coca-Cola Zero,48,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000507,2025-11-16,P045,Sprite,24,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000508,2025-11-16,P046,Tonic Water,24,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000509,2025-11-16,P047,Soda Water,24,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000510,2025-11-16,P048,Red Bull,48,2025-11-17,2025-11-19,delayed,SUP03,CBC (Central Bottling Company)
O000511,2025-11-16,P049,Ginger Beer,24,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000512,2025-11-16,P052,Lime Juice,6,2025-11-17,2025-11-17,delivered,SUP03,CBC (Central Bottling Company)
O000513,2025-11-17,P018,Stolichnaya,12,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000514,2025-11-17,P021,Johnnie Walker Black,12,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000515,2025-11-17,P025,Bacardi Carta Blanca,12,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000516,2025-11-17,P033,Aperol,12,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000517,2025-11-17,P038,House Red Wine,12,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000518,2025-11-17,P039,House White Wine,12,2025-11-18,2025-11-20,delayed,SUP01,Hakerem Distillers
O000519,2025-11-17,P041,Prosecco,24,2025-11-18,2025-11-18,delivered,SUP01,Hakerem Distillers
O000520,2025-11-18,P001,Carlsberg,24,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000521,2025-11-18,P002,Heineken,24,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000522,2025-11-18,P003,Corona,24,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000523,2025-11-18,P004,Guinness,24,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000524,2025-11-18,P005,Goldstar,24,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000525,2025-11-18,P007,Stella Artois,24,2025-11-19,2025-11-20,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000526,2025-11-18,K001,Carlsberg 50L,2,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000527,2025-11-18,K002,Tuborg 50L,1,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000528,2025-11-18,K003,Carlsberg 30L,2,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000529,2025-11-18,K004,Malka 30L,2,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000530,2025-11-18,K005,Weihenstephan 30L,1,2025-11-19,2025-11-19,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000531,2025-11-19,P043,Coca-Cola,24,2025-11-20,2025-11-20,delivered,SUP03,CBC (Central Bottling Company)
O000532,2025-11-19,P044,Coca-Cola Zero,24,2025-11-20,2025-11-20,delivered,SUP03,CBC (Central Bottling Company)
O000533,2025-11-19,P046,Tonic Water,24,2025-11-20,2025-11-20,delivered,SUP03,CBC (Central Bottling Company)
O000534,2025-11-19,P047,Soda Water,24,2025-11-20,2025-11-20,delivered,SUP03,CBC (Central Bottling Company)
O000535,2025-11-20,P009,Bombay Sapphire,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000536,2025-11-20,P012,Beefeater,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000537,2025-11-20,P013,Gordon's,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000538,2025-11-20,P015,Finlandia,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000539,2025-11-20,P016,Grey Goose,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000540,2025-11-20,P032,Don Julio Blanco,12,2025-11-21,2025-11-21,delivered,SUP01,Hakerem Distillers
O000541,2025-11-21,P001,Carlsberg,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000542,2025-11-21,P002,Heineken,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000543,2025-11-21,P005,Goldstar,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000544,2025-11-21,P006,Maccabee,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000545,2025-11-21,P007,Stella Artois,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000546,2025-11-21,P008,Erdinger,24,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000547,2025-11-21,K001,Carlsberg 50L,1,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000548,2025-11-21,K002,Tuborg 50L,1,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000549,2025-11-21,K003,Carlsberg 30L,3,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000550,2025-11-21,K004,Malka 30L,1,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000551,2025-11-21,K005,Weihenstephan 30L,1,2025-11-22,2025-11-22,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000552,2025-11-23,P043,Coca-Cola,48,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000553,2025-11-23,P044,Coca-Cola Zero,24,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000554,2025-11-23,P045,Sprite,48,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000555,2025-11-23,P046,Tonic Water,24,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000556,2025-11-23,P047,Soda Water,24,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000557,2025-11-23,P048,Red Bull,24,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000558,2025-11-23,P052,Lime Juice,6,2025-11-24,2025-11-24,delivered,SUP03,CBC (Central Bottling Company)
O000559,2025-11-24,P014,Absolut,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000560,2025-11-24,P017,Belvedere,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000561,2025-11-24,P019,Jameson,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000562,2025-11-24,P023,Maker's Mark,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000563,2025-11-24,P024,Glenfiddich 12,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000564,2025-11-24,P025,Bacardi Carta Blanca,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000565,2025-11-24,P030,Olmeca Blanco,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000566,2025-11-24,P031,Patron Silver,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000567,2025-11-24,P033,Aperol,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000568,2025-11-24,P036,Kahlua,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000569,2025-11-24,P038,House Red Wine,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000570,2025-11-24,P039,House White Wine,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000571,2025-11-24,P041,Prosecco,12,2025-11-25,2025-11-25,delivered,SUP01,Hakerem Distillers
O000572,2025-11-25,P001,Carlsberg,48,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000573,2025-11-25,P002,Heineken,24,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000574,2025-11-25,P003,Corona,24,2025-11-26,2025-11-28,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000575,2025-11-25,P004,Guinness,24,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000576,2025-11-25,P005,Goldstar,24,2025-11-26,2025-11-29,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000577,2025-11-25,K001,Carlsberg 50L,1,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000578,2025-11-25,K002,Tuborg 50L,1,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000579,2025-11-25,K003,Carlsberg 30L,2,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000580,2025-11-25,K004,Malka 30L,2,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000581,2025-11-25,K005,Weihenstephan 30L,1,2025-11-26,2025-11-26,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000582,2025-11-26,P043,Coca-Cola,24,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000583,2025-11-26,P046,Tonic Water,24,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000584,2025-11-26,P047,Soda Water,24,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000585,2025-11-26,P048,Red Bull,24,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000586,2025-11-26,P054,Sugar Syrup,6,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000587,2025-11-26,P055,Fresh Mint,6,2025-11-27,2025-11-27,delivered,SUP03,CBC (Central Bottling Company)
O000588,2025-11-27,P011,Hendrick's,12,2025-11-28,2025-11-28,delivered,SUP01,Hakerem Distillers
O000589,2025-11-27,P034,Campari,12,2025-11-28,2025-11-28,delivered,SUP01,Hakerem Distillers
O000590,2025-11-27,P040,Rose Wine,12,2025-11-28,2025-11-28,delivered,SUP01,Hakerem Distillers
O000591,2025-11-27,P041,Prosecco,12,2025-11-28,2025-11-28,delivered,SUP01,Hakerem Distillers
O000592,2025-11-28,P001,Carlsberg,24,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000593,2025-11-28,P002,Heineken,24,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000594,2025-11-28,P003,Corona,24,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000595,2025-11-28,P005,Goldstar,48,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000596,2025-11-28,P006,Maccabee,24,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000597,2025-11-28,P007,Stella Artois,24,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000598,2025-11-28,K001,Carlsberg 50L,2,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000599,2025-11-28,K002,Tuborg 50L,1,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000600,2025-11-28,K003,Carlsberg 30L,1,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000601,2025-11-28,K004,Malka 30L,2,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000602,2025-11-28,K005,Weihenstephan 30L,2,2025-11-29,2025-11-29,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000603,2025-11-30,P043,Coca-Cola,48,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000604,2025-11-30,P044,Coca-Cola Zero,48,2025-12-01,2025-12-04,delayed,SUP03,CBC (Central Bottling Company)
O000605,2025-11-30,P045,Sprite,48,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000606,2025-11-30,P046,Tonic Water,48,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000607,2025-11-30,P047,Soda Water,24,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000608,2025-11-30,P048,Red Bull,24,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000609,2025-11-30,P049,Ginger Beer,24,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000610,2025-11-30,P052,Lime Juice,6,2025-12-01,2025-12-01,delivered,SUP03,CBC (Central Bottling Company)
O000611,2025-12-01,P013,Gordon's,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000612,2025-12-01,P025,Bacardi Carta Blanca,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000613,2025-12-01,P029,Jose Cuervo,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000614,2025-12-01,P033,Aperol,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000615,2025-12-01,P038,House Red Wine,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000616,2025-12-01,P039,House White Wine,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000617,2025-12-01,P041,Prosecco,12,2025-12-02,2025-12-02,delivered,SUP01,Hakerem Distillers
O000618,2025-12-02,P001,Carlsberg,24,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000619,2025-12-02,P002,Heineken,24,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000620,2025-12-02,P003,Corona,24,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000621,2025-12-02,P006,Maccabee,24,2025-12-03,2025-12-04,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000622,2025-12-02,P007,Stella Artois,24,2025-12-03,2025-12-04,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000623,2025-12-02,P008,Erdinger,24,2025-12-03,2025-12-06,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000624,2025-12-02,K001,Carlsberg 50L,1,2025-12-03,2025-12-05,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000625,2025-12-02,K002,Tuborg 50L,1,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000626,2025-12-02,K003,Carlsberg 30L,2,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000627,2025-12-02,K004,Malka 30L,1,2025-12-03,2025-12-03,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000628,2025-12-03,P043,Coca-Cola,24,2025-12-04,2025-12-04,delivered,SUP03,CBC (Central Bottling Company)
O000629,2025-12-03,P044,Coca-Cola Zero,48,2025-12-04,2025-12-04,delivered,SUP03,CBC (Central Bottling Company)
O000630,2025-12-03,P047,Soda Water,24,2025-12-04,2025-12-04,delivered,SUP03,CBC (Central Bottling Company)
O000631,2025-12-03,P048,Red Bull,24,2025-12-04,2025-12-04,delivered,SUP03,CBC (Central Bottling Company)
O000632,2025-12-04,P014,Absolut,12,2025-12-05,2025-12-05,delivered,SUP01,Hakerem Distillers
O000633,2025-12-04,P020,Jack Daniel's,12,2025-12-05,2025-12-05,delivered,SUP01,Hakerem Distillers
O000634,2025-12-04,P031,Patron Silver,12,2025-12-05,2025-12-05,delivered,SUP01,Hakerem Distillers
O000635,2025-12-04,P037,Martini Rosso,12,2025-12-05,2025-12-05,delivered,SUP01,Hakerem Distillers
O000636,2025-12-05,P001,Carlsberg,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000637,2025-12-05,P002,Heineken,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000638,2025-12-05,P003,Corona,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000639,2025-12-05,P004,Guinness,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000640,2025-12-05,P005,Goldstar,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000641,2025-12-05,P007,Stella Artois,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000642,2025-12-05,P008,Erdinger,24,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000643,2025-12-05,K001,Carlsberg 50L,2,2025-12-06,2025-12-09,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000644,2025-12-05,K002,Tuborg 50L,2,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000645,2025-12-05,K003,Carlsberg 30L,3,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000646,2025-12-05,K004,Malka 30L,2,2025-12-06,2025-12-06,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000647,2025-12-05,K005,Weihenstephan 30L,2,2025-12-06,2025-12-08,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000648,2025-12-07,P043,Coca-Cola,72,2025-12-08,2025-12-08,delivered,SUP03,CBC (Central Bottling Company)
O000649,2025-12-07,P045,Sprite,24,2025-12-08,2025-12-11,delayed,SUP03,CBC (Central Bottling Company)
O000650,2025-12-07,P046,Tonic Water,48,2025-12-08,2025-12-10,delayed,SUP03,CBC (Central Bottling Company)
O000651,2025-12-07,P047,Soda Water,24,2025-12-08,2025-12-08,delivered,SUP03,CBC (Central Bottling Company)
O000652,2025-12-07,P048,Red Bull,24,2025-12-08,2025-12-08,delivered,SUP03,CBC (Central Bottling Company)
O000653,2025-12-07,P049,Ginger Beer,24,2025-12-08,2025-12-08,delivered,SUP03,CBC (Central Bottling Company)
O000654,2025-12-07,P053,Lemon Juice,6,2025-12-08,2025-12-08,delivered,SUP03,CBC (Central Bottling Company)
O000655,2025-12-08,P025,Bacardi Carta Blanca,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000656,2025-12-08,P035,Cointreau,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000657,2025-12-08,P038,House Red Wine,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000658,2025-12-08,P039,House White Wine,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000659,2025-12-08,P041,Prosecco,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000660,2025-12-08,P042,Chardonnay,12,2025-12-09,2025-12-09,delivered,SUP01,Hakerem Distillers
O000661,2025-12-09,P001,Carlsberg,24,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000662,2025-12-09,P002,Heineken,24,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000663,2025-12-09,P003,Corona,24,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000664,2025-12-09,P005,Goldstar,24,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000665,2025-12-09,P006,Maccabee,24,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000666,2025-12-09,K001,Carlsberg 50L,1,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000667,2025-12-09,K002,Tuborg 50L,1,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000668,2025-12-09,K003,Carlsberg 30L,1,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000669,2025-12-09,K004,Malka 30L,1,2025-12-10,2025-12-10,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000670,2025-12-10,P043,Coca-Cola,24,2025-12-11,2025-12-11,delivered,SUP03,CBC (Central Bottling Company)
O000671,2025-12-10,P045,Sprite,24,2025-12-11,2025-12-11,delivered,SUP03,CBC (Central Bottling Company)
O000672,2025-12-10,P052,Lime Juice,6,2025-12-11,2025-12-11,delivered,SUP03,CBC (Central Bottling Company)
O000673,2025-12-11,P013,Gordon's,12,2025-12-12,2025-12-12,delivered,SUP01,Hakerem Distillers
O000674,2025-12-11,P033,Aperol,12,2025-12-12,2025-12-12,delivered,SUP01,Hakerem Distillers
O000675,2025-12-11,P039,House White Wine,12,2025-12-12,2025-12-12,delivered,SUP01,Hakerem Distillers
O000676,2025-12-11,P040,Rose Wine,12,2025-12-12,2025-12-12,delivered,SUP01,Hakerem Distillers
O000677,2025-12-11,P041,Prosecco,12,2025-12-12,2025-12-12,delivered,SUP01,Hakerem Distillers
O000678,2025-12-12,P001,Carlsberg,24,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000679,2025-12-12,P002,Heineken,24,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000680,2025-12-12,P003,Corona,24,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000681,2025-12-12,P004,Guinness,24,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000682,2025-12-12,P005,Goldstar,24,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000683,2025-12-12,P007,Stella Artois,24,2025-12-13,2025-12-15,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000684,2025-12-12,K001,Carlsberg 50L,1,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000685,2025-12-12,K002,Tuborg 50L,1,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000686,2025-12-12,K003,Carlsberg 30L,2,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000687,2025-12-12,K004,Malka 30L,2,2025-12-13,2025-12-13,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000688,2025-12-12,K005,Weihenstephan 30L,1,2025-12-13,2025-12-16,delayed,SUP02,IBBL (Israel Beer Breweries Ltd)
O000689,2025-12-14,P043,Coca-Cola,48,2025-12-15,2025-12-16,delayed,SUP03,CBC (Central Bottling Company)
O000690,2025-12-14,P044,Coca-Cola Zero,48,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000691,2025-12-14,P045,Sprite,24,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000692,2025-12-14,P046,Tonic Water,48,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000693,2025-12-14,P047,Soda Water,48,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000694,2025-12-14,P048,Red Bull,24,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000695,2025-12-14,P049,Ginger Beer,24,2025-12-15,2025-12-15,delivered,SUP03,CBC (Central Bottling Company)
O000696,2025-12-15,P014,Absolut,12,2025-12-16,2025-12-16,delivered,SUP01,Hakerem Distillers
O000697,2025-12-15,P025,Bacardi Carta Blanca,12,2025-12-16,2025-12-16,delivered,SUP01,Hakerem Distillers
O000698,2025-12-15,P027,Captain Morgan,12,2025-12-16,2025-12-16,delivered,SUP01,Hakerem Distillers
O000699,2025-12-15,P038,House Red Wine,12,2025-12-16,2025-12-16,delivered,SUP01,Hakerem Distillers
O000700,2025-12-16,P001,Carlsberg,24,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000701,2025-12-16,P002,Heineken,24,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000702,2025-12-16,P005,Goldstar,24,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000703,2025-12-16,P006,Maccabee,24,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000704,2025-12-16,K001,Carlsberg 50L,1,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000705,2025-12-16,K002,Tuborg 50L,1,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000706,2025-12-16,K003,Carlsberg 30L,2,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000707,2025-12-16,K004,Malka 30L,2,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000708,2025-12-16,K005,Weihenstephan 30L,1,2025-12-17,2025-12-17,delivered,SUP02,IBBL (Israel Beer Breweries Ltd)
O000709,2025-12-17,P043,Coca-Cola,48,2025-12-18,2025-12-18,delivered,SUP03,CBC (Central Bottling Company)
O000710,2025-12-17,P054,Sugar Syrup,6,2025-12-18,2025-12-18,delivered,SUP03,CBC (Central Bottling Company)
O000711,2025-12-18,P022,Chivas Regal,12,2025-12-19,2025-12-22,delayed,SUP01,Hakerem Distillers
O000712,2025-12-18,P026,Havana Club 3,12,2025-12-19,2025-12-19,delivered,SUP01,Hakerem Distillers
O000713,2025-12-18,P031,Patron Silver,12,2025-12-19,2025-12-19,delivered,SUP01,Hakerem Distillers
O000714,2025-12-18,P033,Aperol,12,2025-12-19,2025-12-19,delivered,SUP01,Hakerem Distillers
