sale_id,date,item_type,item_id,item_name,category,units_sold,lost_sales_due_to_stockout,revenue
SALE0000790,2025-09-14,cocktail,C002,Margarita,cocktail,11,0,550
SALE0000791,2025-09-14,cocktail,C003,Negroni,cocktail,9,0,468
SALE0000792,2025-09-14,cocktail,C004,Mojito,cocktail,17,0,816
SALE0000793,2025-09-14,cocktail,C005,Espresso Martini,cocktail,7,0,378
SALE0000794,2025-09-14,cocktail,C006,Gin & Tonic,cocktail,5,0,210
SALE0000795,2025-09-14,cocktail,C007,Long Island Iced Tea,cocktail,6,0,348
SALE0000796,2025-09-14,product,P001,Carlsberg,beer,6,0,144.0
SALE0000797,2025-09-14,product,P002,Heineken,beer,10,0,250.0
SALE0000798,2025-09-14,product,P003,Corona,beer,7,0,189.0
SALE0000799,2025-09-14,product,P004,Guinness,beer,5,0,145.0
SALE0000800,2025-09-14,product,P005,Goldstar,beer,5,0,115.0
SALE0000801,2025-09-14,product,P006,Maccabee,beer,4,0,92.0
SALE0000802,2025-09-14,product,P007,Stella Artois,beer,4,0,104.0
SALE0000803,2025-09-14,product,P008,Erdinger,beer,3,0,87.0
SALE0000804,2025-09-14,product,P009,Bombay Sapphire,gin,4,0,140
SALE0000805,2025-09-14,product,P010,Tanqueray,gin,3,0,120
SALE0000806,2025-09-14,product,P011,Hendrick's,gin,2,0,100
SALE0000807,2025-09-14,product,P012,Beefeater,gin,2,0,70
SALE0000808,2025-09-14,product,P013,Gordon's,gin,3,0,90
SALE0000809,2025-09-14,product,P014,Absolut,vodka,5,0,175
SALE0000810,2025-09-14,product,P015,Finlandia,vodka,2,0,60
SALE0000811,2025-09-14,product,P016,Grey Goose,vodka,3,0,180
SALE0000812,2025-09-14,product,P017,Belvedere,vodka,2,0,110
SALE0000813,2025-09-14,product,P018,Stolichnaya,vodka,2,0,60
SALE0000814,2025-09-14,product,P019,Jameson,whiskey,9,0,360
SALE0000815,2025-09-14,product,P020,Jack Daniel's,whiskey,8,0,320
SALE0000816,2025-09-14,product,P021,Johnnie Walker Black,whiskey,4,0,200
SALE0000817,2025-09-14,product,P022,Chivas Regal,whiskey,2,0,90
SALE0000818,2025-09-14,product,P023,Maker's Mark,whiskey,1,0,50
SALE0000819,2025-09-14,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0000820,2025-09-14,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0000821,2025-09-14,product,P026,Havana Club 3,rum,3,0,105
SALE0000822,2025-09-14,product,P027,Captain Morgan,rum,2,0,70
SALE0000823,2025-09-14,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0000824,2025-09-14,product,P029,Jose Cuervo,tequila,2,0,70
SALE0000825,2025-09-14,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0000826,2025-09-14,product,P031,Patron Silver,tequila,3,0,210
SALE0000827,2025-09-14,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0000828,2025-09-14,product,P033,Aperol,aperitif,3,0,90
SALE0000829,2025-09-14,product,P034,Campari,aperitif,2,0,70
SALE0000830,2025-09-14,product,P035,Cointreau,liqueur,1,0,45
SALE0000831,2025-09-14,product,P036,Kahlua,liqueur,2,0,80
SALE0000832,2025-09-14,product,P037,Martini Rosso,vermouth,1,0,25
SALE0000833,2025-09-14,product,P038,House Red Wine,wine,9,0,450
SALE0000834,2025-09-14,product,P039,House White Wine,wine,13,0,650
SALE0000835,2025-09-14,product,P040,Rose Wine,wine,3,0,150
SALE0000836,2025-09-14,product,P041,Prosecco,wine,4,0,220
SALE0000837,2025-09-14,product,P042,Chardonnay,wine,3,0,195
SALE0000838,2025-09-14,product,P043,Coca-Cola,soft_drink,12,0,168.0
SALE0000839,2025-09-14,product,P044,Coca-Cola Zero,soft_drink,7,0,98.0
SALE0000840,2025-09-14,product,P045,Sprite,soft_drink,6,0,84.0
SALE0000841,2025-09-14,product,P046,Tonic Water,soft_drink,7,0,98.0
SALE0000842,2025-09-14,product,P047,Soda Water,soft_drink,5,0,60.0
SALE0000843,2025-09-14,product,P048,Red Bull,soft_drink,7,0,140.0
SALE0000844,2025-09-14,product,P049,Ginger Beer,soft_drink,3,0,48.0
SALE0000845,2025-09-14,product,K001,Carlsberg 50L,draught_beer,49,0,1568
SALE0000846,2025-09-14,product,K002,Tuborg 50L,draught_beer,52,0,1664
SALE0000847,2025-09-14,product,K003,Carlsberg 30L,draught_beer,59,0,1888
SALE0000848,2025-09-14,product,K004,Malka 30L,draught_beer,34,0,1088
SALE0000849,2025-09-14,product,K005,Weihenstephan 30L,draught_beer,45,0,1440
SALE0000850,2025-09-15,cocktail,C001,Aperol Spritz,cocktail,15,0,690
SALE0000851,2025-09-15,cocktail,C002,Margarita,cocktail,7,0,350
SALE0000852,2025-09-15,cocktail,C003,Negroni,cocktail,7,0,364
SALE0000853,2025-09-15,cocktail,C004,Mojito,cocktail,15,0,720
SALE0000854,2025-09-15,cocktail,C005,Espresso Martini,cocktail,7,0,378
SALE0000855,2025-09-15,cocktail,C006,Gin & Tonic,cocktail,8,0,336
SALE0000856,2025-09-15,cocktail,C007,Long Island Iced Tea,cocktail,3,0,174
SALE0000857,2025-09-15,product,P001,Carlsberg,beer,6,0,144.0
SALE0000858,2025-09-15,product,P002,Heineken,beer,4,0,100.0
SALE0000859,2025-09-15,product,P003,Corona,beer,5,0,135.0
SALE0000860,2025-09-15,product,P004,Guinness,beer,2,0,58.0
SALE0000861,2025-09-15,product,P005,Goldstar,beer,8,0,184.0
SALE0000862,2025-09-15,product,P006,Maccabee,beer,3,0,69.0
SALE0000863,2025-09-15,product,P007,Stella Artois,beer,3,0,78.0
SALE0000864,2025-09-15,product,P008,Erdinger,beer,1,0,29.0
SALE0000865,2025-09-15,product,P009,Bombay Sapphire,gin,2,0,70
SALE0000866,2025-09-15,product,P010,Tanqueray,gin,1,0,40
SALE0000867,2025-09-15,product,P011,Hendrick's,gin,2,0,100
SALE0000868,2025-09-15,product,P012,Beefeater,gin,1,0,35
SALE0000869,2025-09-15,product,P013,Gordon's,gin,4,0,120
SALE0000870,2025-09-15,product,P014,Absolut,vodka,3,0,105
SALE0000871,2025-09-15,product,P015,Finlandia,vodka,2,0,60
SALE0000872,2025-09-15,product,P016,Grey Goose,vodka,3,0,180
SALE0000873,2025-09-15,product,P017,Belvedere,vodka,1,0,55
SALE0000874,2025-09-15,product,P018,Stolichnaya,vodka,1,0,30
SALE0000875,2025-09-15,product,P019,Jameson,whiskey,3,0,120
SALE0000876,2025-09-15,product,P020,Jack Daniel's,whiskey,8,0,320
SALE0000877,2025-09-15,product,P021,Johnnie Walker Black,whiskey,3,0,150
SALE0000878,2025-09-15,product,P022,Chivas Regal,whiskey,1,0,45
SALE0000879,2025-09-15,product,P023,Maker's Mark,whiskey,1,0,50
SALE0000880,2025-09-15,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0000881,2025-09-15,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0000882,2025-09-15,product,P026,Havana Club 3,rum,2,0,70
SALE0000883,2025-09-15,product,P027,Captain Morgan,rum,2,0,70
SALE0000884,2025-09-15,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0000885,2025-09-15,product,P029,Jose Cuervo,tequila,2,0,70
SALE0000886,2025-09-15,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0000887,2025-09-15,product,P031,Patron Silver,tequila,1,0,70
SALE0000888,2025-09-15,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0000889,2025-09-15,product,P033,Aperol,aperitif,3,0,90
SALE0000890,2025-09-15,product,P034,Campari,aperitif,3,0,105
SALE0000891,2025-09-15,product,P035,Cointreau,liqueur,1,0,45
SALE0000892,2025-09-15,product,P036,Kahlua,liqueur,2,0,80
SALE0000893,2025-09-15,product,P037,Martini Rosso,vermouth,1,0,25
SALE0000894,2025-09-15,product,P038,House Red Wine,wine,5,0,250
SALE0000895,2025-09-15,product,P039,House White Wine,wine,7,0,350
SALE0000896,2025-09-15,product,P040,Rose Wine,wine,2,0,100
SALE0000897,2025-09-15,product,P041,Prosecco,wine,2,0,110
SALE0000898,2025-09-15,product,P042,Chardonnay,wine,1,0,65
SALE0000899,2025-09-15,product,P043,Coca-Cola,soft_drink,2,0,28.0
SALE0000900,2025-09-15,product,P044,Coca-Cola Zero,soft_drink,5,0,70.0
SALE0000901,2025-09-15,product,P045,Sprite,soft_drink,4,0,56.0
SALE0000902,2025-09-15,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0000903,2025-09-15,product,P048,Red Bull,soft_drink,2,0,40.0
SALE0000904,2025-09-15,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0000905,2025-09-15,product,K001,Carlsberg 50L,draught_beer,32,0,1024
SALE0000906,2025-09-15,product,K002,Tuborg 50L,draught_beer,26,0,832
SALE0000907,2025-09-15,product,K003,Carlsberg 30L,draught_beer,32,0,1024
SALE0000908,2025-09-15,product,K004,Malka 30L,draught_beer,23,0,736
SALE0000909,2025-09-15,product,K005,Weihenstephan 30L,draught_beer,20,0,640
SALE0000910,2025-09-16,cocktail,C001,Aperol Spritz,cocktail,16,0,736
SALE0000911,2025-09-16,cocktail,C002,Margarita,cocktail,13,0,650
SALE0000912,2025-09-16,cocktail,C003,Negroni,cocktail,6,0,312
SALE0000913,2025-09-16,cocktail,C004,Mojito,cocktail,12,0,576
SALE0000914,2025-09-16,cocktail,C005,Espresso Martini,cocktail,10,0,540
SALE0000915,2025-09-16,cocktail,C006,Gin & Tonic,cocktail,8,0,336
SALE0000916,2025-09-16,cocktail,C007,Long Island Iced Tea,cocktail,5,0,290
SALE0000917,2025-09-16,product,P001,Carlsberg,beer,7,0,168.0
SALE0000918,2025-09-16,product,P002,Heineken,beer,3,0,75.0
SALE0000919,2025-09-16,product,P003,Corona,beer,8,0,216.0
SALE0000920,2025-09-16,product,P004,Guinness,beer,3,0,87.0
SALE0000921,2025-09-16,product,P005,Goldstar,beer,6,0,138.0
SALE0000922,2025-09-16,product,P006,Maccabee,beer,3,0,69.0
SALE0000923,2025-09-16,product,P007,Stella Artois,beer,4,0,104.0
SALE0000924,2025-09-16,product,P008,Erdinger,beer,2,0,58.0
SALE0000925,2025-09-16,product,P009,Bombay Sapphire,gin,1,0,35
SALE0000926,2025-09-16,product,P010,Tanqueray,gin,3,0,120
SALE0000927,2025-09-16,product,P011,Hendrick's,gin,2,0,100
SALE0000928,2025-09-16,product,P012,Beefeater,gin,2,0,70
SALE0000929,2025-09-16,product,P013,Gordon's,gin,5,0,150
SALE0000930,2025-09-16,product,P014,Absolut,vodka,4,0,140
SALE0000931,2025-09-16,product,P015,Finlandia,vodka,1,0,30
SALE0000932,2025-09-16,product,P016,Grey Goose,vodka,3,0,180
SALE0000933,2025-09-16,product,P017,Belvedere,vodka,2,0,110
SALE0000934,2025-09-16,product,P018,Stolichnaya,vodka,2,0,60
SALE0000935,2025-09-16,product,P019,Jameson,whiskey,6,0,240
SALE0000936,2025-09-16,product,P020,Jack Daniel's,whiskey,4,0,160
SALE0000937,2025-09-16,product,P021,Johnnie Walker Black,whiskey,2,0,100
SALE0000938,2025-09-16,product,P022,Chivas Regal,whiskey,1,0,45
SALE0000939,2025-09-16,product,P023,Maker's Mark,whiskey,1,0,50
SALE0000940,2025-09-16,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0000941,2025-09-16,product,P025,Bacardi Carta Blanca,rum,2,0,60
SALE0000942,2025-09-16,product,P026,Havana Club 3,rum,2,0,70
SALE0000943,2025-09-16,product,P027,Captain Morgan,rum,2,0,70
SALE0000944,2025-09-16,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0000945,2025-09-16,product,P029,Jose Cuervo,tequila,3,0,105
SALE0000946,2025-09-16,product,P030,Olmeca Blanco,tequila,2,0,70
SALE0000947,2025-09-16,product,P031,Patron Silver,tequila,2,0,140
SALE0000948,2025-09-16,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0000949,2025-09-16,product,P033,Aperol,aperitif,2,0,60
SALE0000950,2025-09-16,product,P034,Campari,aperitif,3,0,105
SALE0000951,2025-09-16,product,P035,Cointreau,liqueur,1,0,45
SALE0000952,2025-09-16,product,P036,Kahlua,liqueur,1,0,40
SALE0000953,2025-09-16,product,P038,House Red Wine,wine,8,0,400
SALE0000954,2025-09-16,product,P039,House White Wine,wine,7,0,350
SALE0000955,2025-09-16,product,P040,Rose Wine,wine,1,0,50
SALE0000956,2025-09-16,product,P041,Prosecco,wine,5,0,275
SALE0000957,2025-09-16,product,P042,Chardonnay,wine,3,0,195
SALE0000958,2025-09-16,product,P043,Coca-Cola,soft_drink,11,0,154.0
SALE0000959,2025-09-16,product,P044,Coca-Cola Zero,soft_drink,6,0,84.0
SALE0000960,2025-09-16,product,P045,Sprite,soft_drink,6,0,84.0
SALE0000961,2025-09-16,product,P046,Tonic Water,soft_drink,6,0,84.0
SALE0000962,2025-09-16,product,P047,Soda Water,soft_drink,3,0,36.0
SALE0000963,2025-09-16,product,P048,Red Bull,soft_drink,3,0,60.0
SALE0000964,2025-09-16,product,P049,Ginger Beer,soft_drink,1,0,16.0
SALE0000965,2025-09-16,product,K001,Carlsberg 50L,draught_beer,35,0,1120
SALE0000966,2025-09-16,product,K002,Tuborg 50L,draught_beer,51,0,1632
SALE0000967,2025-09-16,product,K003,Carlsberg 30L,draught_beer,26,0,832
SALE0000968,2025-09-16,product,K004,Malka 30L,draught_beer,46,0,1472
SALE0000969,2025-09-16,product,K005,Weihenstephan 30L,draught_beer,17,0,544
SALE0000970,2025-09-17,cocktail,C001,Aperol Spritz,cocktail,15,0,690
SALE0000971,2025-09-17,cocktail,C002,Margarita,cocktail,13,0,650
SALE0000972,2025-09-17,cocktail,C003,Negroni,cocktail,6,0,312
SALE0000973,2025-09-17,cocktail,C004,Mojito,cocktail,17,0,816
SALE0000974,2025-09-17,cocktail,C005,Espresso Martini,cocktail,11,0,594
SALE0000975,2025-09-17,cocktail,C006,Gin & Tonic,cocktail,9,0,378
SALE0000976,2025-09-17,cocktail,C007,Long Island Iced Tea,cocktail,2,0,116
SALE0000977,2025-09-17,product,P001,Carlsberg,beer,10,0,240.0
SALE0000978,2025-09-17,product,P002,Heineken,beer,9,0,225.0
SALE0000979,2025-09-17,product,P003,Corona,beer,5,0,135.0
SALE0000980,2025-09-17,product,P004,Guinness,beer,4,0,116.0
SALE0000981,2025-09-17,product,P005,Goldstar,beer,8,0,184.0
SALE0000982,2025-09-17,product,P006,Maccabee,beer,2,0,46.0
SALE0000983,2025-09-17,product,P007,Stella Artois,beer,4,0,104.0
SALE0000984,2025-09-17,product,P008,Erdinger,beer,2,0,58.0
SALE0000985,2025-09-17,product,P009,Bombay Sapphire,gin,4,0,140
SALE0000986,2025-09-17,product,P010,Tanqueray,gin,1,0,40
SALE0000987,2025-09-17,product,P011,Hendrick's,gin,3,0,150
SALE0000988,2025-09-17,product,P012,Beefeater,gin,2,0,70
SALE0000989,2025-09-17,product,P013,Gordon's,gin,4,0,120
SALE0000990,2025-09-17,product,P014,Absolut,vodka,5,0,175
SALE0000991,2025-09-17,product,P015,Finlandia,vodka,1,0,30
SALE0000992,2025-09-17,product,P016,Grey Goose,vodka,3,0,180
SALE0000993,2025-09-17,product,P017,Belvedere,vodka,2,0,110
SALE0000994,2025-09-17,product,P018,Stolichnaya,vodka,1,0,30
SALE0000995,2025-09-17,product,P019,Jameson,whiskey,4,0,160
SALE0000996,2025-09-17,product,P020,Jack Daniel's,whiskey,6,0,240
SALE0000997,2025-09-17,product,P021,Johnnie Walker Black,whiskey,2,0,100
SALE0000998,2025-09-17,product,P022,Chivas Regal,whiskey,3,0,135
SALE0000999,2025-09-17,product,P023,Maker's Mark,whiskey,2,0,100
SALE0001000,2025-09-17,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0001001,2025-09-17,product,P025,Bacardi Carta Blanca,rum,2,0,60
SALE0001002,2025-09-17,product,P026,Havana Club 3,rum,3,0,105
SALE0001003,2025-09-17,product,P027,Captain Morgan,rum,2,0,70
SALE0001004,2025-09-17,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0001005,2025-09-17,product,P029,Jose Cuervo,tequila,3,0,105
SALE0001006,2025-09-17,product,P030,Olmeca Blanco,tequila,2,0,70
SALE0001007,2025-09-17,product,P031,Patron Silver,tequila,2,0,140
SALE0001008,2025-09-17,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0001009,2025-09-17,product,P033,Aperol,aperitif,3,0,90
SALE0001010,2025-09-17,product,P034,Campari,aperitif,1,0,35
SALE0001011,2025-09-17,product,P035,Cointreau,liqueur,1,0,45
SALE0001012,2025-09-17,product,P036,Kahlua,liqueur,1,0,40
SALE0001013,2025-09-17,product,P037,Martini Rosso,vermouth,1,0,25
SALE0001014,2025-09-17,product,P038,House Red Wine,wine,5,0,250
SALE0001015,2025-09-17,product,P039,House White Wine,wine,7,0,350
SALE0001016,2025-09-17,product,P040,Rose Wine,wine,4,0,200
SALE0001017,2025-09-17,product,P041,Prosecco,wine,2,0,110
SALE0001018,2025-09-17,product,P042,Chardonnay,wine,2,0,130
SALE0001019,2025-09-17,product,P043,Coca-Cola,soft_drink,16,0,224.0
SALE0001020,2025-09-17,product,P044,Coca-Cola Zero,soft_drink,5,0,70.0
SALE0001021,2025-09-17,product,P045,Sprite,soft_drink,3,0,42.0
SALE0001022,2025-09-17,product,P046,Tonic Water,soft_drink,2,0,28.0
SALE0001023,2025-09-17,product,P047,Soda Water,soft_drink,4,0,48.0
SALE0001024,2025-09-17,product,P048,Red Bull,soft_drink,5,0,100.0
SALE0001025,2025-09-17,product,P049,Ginger Beer,soft_drink,3,0,48.0
SALE0001026,2025-09-17,product,K001,Carlsberg 50L,draught_beer,39,0,1248
SALE0001027,2025-09-17,product,K002,Tuborg 50L,draught_beer,49,0,1568
SALE0001028,2025-09-17,product,K003,Carlsberg 30L,draught_beer,34,0,1088
SALE0001029,2025-09-17,product,K004,Malka 30L,draught_beer,36,0,1152
SALE0001030,2025-09-17,product,K005,Weihenstephan 30L,draught_beer,33,0,1056
SALE0001031,2025-09-18,cocktail,C001,Aperol Spritz,cocktail,28,0,1288
SALE0001032,2025-09-18,cocktail,C002,Margarita,cocktail,17,0,850
SALE0001033,2025-09-18,cocktail,C003,Negroni,cocktail,9,0,468
SALE0001034,2025-09-18,cocktail,C004,Mojito,cocktail,24,0,1152
SALE0001035,2025-09-18,cocktail,C005,Espresso Martini,cocktail,15,0,810
SALE0001036,2025-09-18,cocktail,C006,Gin & Tonic,cocktail,12,0,504
SALE0001037,2025-09-18,cocktail,C007,Long Island Iced Tea,cocktail,9,0,522
SALE0001038,2025-09-18,product,P001,Carlsberg,beer,12,0,288.0
SALE0001039,2025-09-18,product,P002,Heineken,beer,11,0,275.0
SALE0001040,2025-09-18,product,P003,Corona,beer,10,0,270.0
SALE0001041,2025-09-18,product,P004,Guinness,beer,5,0,145.0
SALE0001042,2025-09-18,product,P005,Goldstar,beer,8,0,184.0
SALE0001043,2025-09-18,product,P006,Maccabee,beer,6,0,138.0
SALE0001044,2025-09-18,product,P007,Stella Artois,beer,6,0,156.0
SALE0001045,2025-09-18,product,P008,Erdinger,beer,4,0,116.0
SALE0001046,2025-09-18,product,P009,Bombay Sapphire,gin,5,0,175
SALE0001047,2025-09-18,product,P010,Tanqueray,gin,4,0,160
SALE0001048,2025-09-18,product,P011,Hendrick's,gin,3,0,150
SALE0001049,2025-09-18,product,P012,Beefeater,gin,3,0,105
SALE0001050,2025-09-18,product,P013,Gordon's,gin,6,0,180
SALE0001051,2025-09-18,product,P014,Absolut,vodka,7,0,245
SALE0001052,2025-09-18,product,P015,Finlandia,vodka,2,0,60
SALE0001053,2025-09-18,product,P016,Grey Goose,vodka,6,0,360
SALE0001054,2025-09-18,product,P017,Belvedere,vodka,3,0,165
SALE0001055,2025-09-18,product,P018,Stolichnaya,vodka,2,0,60
SALE0001056,2025-09-18,product,P019,Jameson,whiskey,8,0,320
SALE0001057,2025-09-18,product,P020,Jack Daniel's,whiskey,10,0,400
SALE0001058,2025-09-18,product,P021,Johnnie Walker Black,whiskey,5,0,250
SALE0001059,2025-09-18,product,P022,Chivas Regal,whiskey,3,0,135
SALE0001060,2025-09-18,product,P023,Maker's Mark,whiskey,2,0,100
SALE0001061,2025-09-18,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0001062,2025-09-18,product,P025,Bacardi Carta Blanca,rum,5,0,150
SALE0001063,2025-09-18,product,P026,Havana Club 3,rum,4,0,140
SALE0001064,2025-09-18,product,P027,Captain Morgan,rum,4,0,140
SALE0001065,2025-09-18,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0001066,2025-09-18,product,P029,Jose Cuervo,tequila,3,0,105
SALE0001067,2025-09-18,product,P030,Olmeca Blanco,tequila,2,0,70
SALE0001068,2025-09-18,product,P031,Patron Silver,tequila,4,0,280
SALE0001069,2025-09-18,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0001070,2025-09-18,product,P033,Aperol,aperitif,3,0,90
SALE0001071,2025-09-18,product,P034,Campari,aperitif,4,0,140
SALE0001072,2025-09-18,product,P035,Cointreau,liqueur,1,0,45
SALE0001073,2025-09-18,product,P036,Kahlua,liqueur,2,0,80
SALE0001074,2025-09-18,product,P037,Martini Rosso,vermouth,1,0,25
SALE0001075,2025-09-18,product,P038,House Red Wine,wine,14,0,700
SALE0001076,2025-09-18,product,P039,House White Wine,wine,14,0,700
SALE0001077,2025-09-18,product,P040,Rose Wine,wine,6,0,300
SALE0001078,2025-09-18,product,P041,Prosecco,wine,4,0,220
SALE0001079,2025-09-18,product,P042,Chardonnay,wine,3,0,195
SALE0001080,2025-09-18,product,P043,Coca-Cola,soft_drink,15,0,210.0
SALE0001081,2025-09-18,product,P044,Coca-Cola Zero,soft_drink,10,0,140.0
SALE0001082,2025-09-18,product,P045,Sprite,soft_drink,10,0,140.0
SALE0001083,2025-09-18,product,P046,Tonic Water,soft_drink,7,0,98.0
SALE0001084,2025-09-18,product,P047,Soda Water,soft_drink,5,0,60.0
SALE0001085,2025-09-18,product,P048,Red Bull,soft_drink,9,0,180.0
SALE0001086,2025-09-18,product,P049,Ginger Beer,soft_drink,4,0,64.0
SALE0001087,2025-09-18,product,K001,Carlsberg 50L,draught_beer,55,0,1760
SALE0001088,2025-09-18,product,K002,Tuborg 50L,draught_beer,43,0,1376
SALE0001089,2025-09-18,product,K003,Carlsberg 30L,draught_beer,65,0,2080
SALE0001090,2025-09-18,product,K004,Malka 30L,draught_beer,52,0,1664
SALE0001091,2025-09-18,product,K005,Weihenstephan 30L,draught_beer,28,0,896
SALE0001092,2025-09-19,cocktail,C001,Aperol Spritz,cocktail,40,0,1840
SALE0001093,2025-09-19,cocktail,C002,Margarita,cocktail,24,0,1200
SALE0001094,2025-09-19,cocktail,C003,Negroni,cocktail,13,0,676
SALE0001095,2025-09-19,cocktail,C004,Mojito,cocktail,34,0,1632
SALE0001096,2025-09-19,cocktail,C005,Espresso Martini,cocktail,25,0,1350
SALE0001097,2025-09-19,cocktail,C006,Gin & Tonic,cocktail,19,0,798
SALE0001098,2025-09-19,cocktail,C007,Long Island Iced Tea,cocktail,12,0,696
SALE0001099,2025-09-19,product,P001,Carlsberg,beer,22,0,528.0
SALE0001100,2025-09-19,product,P002,Heineken,beer,16,0,400.0
SALE0001101,2025-09-19,product,P003,Corona,beer,15,0,405.0
SALE0001102,2025-09-19,product,P004,Guinness,beer,6,0,174.0
SALE0001103,2025-09-19,product,P005,Goldstar,beer,14,0,322.0
SALE0001104,2025-09-19,product,P006,Maccabee,beer,7,0,161.0
SALE0001105,2025-09-19,product,P007,Stella Artois,beer,9,0,234.0
SALE0001106,2025-09-19,product,P008,Erdinger,beer,6,0,174.0
SALE0001107,2025-09-19,product,P009,Bombay Sapphire,gin,6,0,210
SALE0001108,2025-09-19,product,P010,Tanqueray,gin,6,0,240
SALE0001109,2025-09-19,product,P011,Hendrick's,gin,5,0,250
SALE0001110,2025-09-19,product,P012,Beefeater,gin,3,0,105
SALE0001111,2025-09-19,product,P013,Gordon's,gin,8,0,240
SALE0001112,2025-09-19,product,P014,Absolut,vodka,12,0,420
SALE0001113,2025-09-19,product,P015,Finlandia,vodka,4,0,120
SALE0001114,2025-09-19,product,P016,Grey Goose,vodka,8,0,480
SALE0001115,2025-09-19,product,P017,Belvedere,vodka,3,0,165
SALE0001116,2025-09-19,product,P018,Stolichnaya,vodka,3,0,90
SALE0001117,2025-09-19,product,P019,Jameson,whiskey,14,0,560
SALE0001118,2025-09-19,product,P020,Jack Daniel's,whiskey,13,0,520
SALE0001119,2025-09-19,product,P021,Johnnie Walker Black,whiskey,7,0,350
SALE0001120,2025-09-19,product,P022,Chivas Regal,whiskey,5,0,225
SALE0001121,2025-09-19,product,P023,Maker's Mark,whiskey,3,0,150
SALE0001122,2025-09-19,product,P024,Glenfiddich 12,whiskey,3,0,195
SALE0001123,2025-09-19,product,P025,Bacardi Carta Blanca,rum,7,0,210
SALE0001124,2025-09-19,product,P026,Havana Club 3,rum,5,0,175
SALE0001125,2025-09-19,product,P027,Captain Morgan,rum,6,0,210
SALE0001126,2025-09-19,product,P028,Diplomatico Reserva,rum,2,0,120
SALE0001127,2025-09-19,product,P029,Jose Cuervo,tequila,5,0,175
SALE0001128,2025-09-19,product,P030,Olmeca Blanco,tequila,4,0,140
SALE0001129,2025-09-19,product,P031,Patron Silver,tequila,6,0,420
SALE0001130,2025-09-19,product,P032,Don Julio Blanco,tequila,4,0,280
SALE0001131,2025-09-19,product,P033,Aperol,aperitif,5,0,150
SALE0001132,2025-09-19,product,P034,Campari,aperitif,6,0,210
SALE0001133,2025-09-19,product,P035,Cointreau,liqueur,2,0,90
SALE0001134,2025-09-19,product,P036,Kahlua,liqueur,3,0,120
SALE0001135,2025-09-19,product,P037,Martini Rosso,vermouth,1,0,25
SALE0001136,2025-09-19,product,P038,House Red Wine,wine,14,0,700
SALE0001137,2025-09-19,product,P039,House White Wine,wine,18,0,900
SALE0001138,2025-09-19,product,P040,Rose Wine,wine,8,0,400
SALE0001139,2025-09-19,product,P041,Prosecco,wine,8,0,440
SALE0001140,2025-09-19,product,P042,Chardonnay,wine,4,0,260
SALE0001141,2025-09-19,product,P043,Coca-Cola,soft_drink,27,0,378.0
SALE0001142,2025-09-19,product,P044,Coca-Cola Zero,soft_drink,15,0,210.0
SALE0001143,2025-09-19,product,P045,Sprite,soft_drink,16,0,224.0
SALE0001144,2025-09-19,product,P046,Tonic Water,soft_drink,9,0,126.0
SALE0001145,2025-09-19,product,P047,Soda Water,soft_drink,8,0,96.0
SALE0001146,2025-09-19,product,P048,Red Bull,soft_drink,12,0,240.0
SALE0001147,2025-09-19,product,P049,Ginger Beer,soft_drink,6,0,96.0
SALE0001148,2025-09-19,product,K001,Carlsberg 50L,draught_beer,103,0,3296
SALE0001149,2025-09-19,product,K002,Tuborg 50L,draught_beer,66,0,2112
SALE0001150,2025-09-19,product,K003,Carlsberg 30L,draught_beer,96,0,3072
SALE0001151,2025-09-19,product,K004,Malka 30L,draught_beer,73,0,2336
SALE0001152,2025-09-19,product,K005,Weihenstephan 30L,draught_beer,58,0,1856
SALE0001153,2025-09-20,cocktail,C001,Aperol Spritz,cocktail,47,0,2162
SALE0001154,2025-09-20,cocktail,C002,Margarita,cocktail,23,0,1150
SALE0001155,2025-09-20,cocktail,C003,Negroni,cocktail,19,0,988
SALE0001156,2025-09-20,cocktail,C004,Mojito,cocktail,37,0,1776
SALE0001157,2025-09-20,cocktail,C005,Espresso Martini,cocktail,26,0,1404
SALE0001158,2025-09-20,cocktail,C006,Gin & Tonic,cocktail,24,0,1008
