count_id,date,product_id,product_name,reported_stock,counted_by,station
CNT001364,2025-11-19,P022,Chivas Regal,9.57,Tomer,both
CNT001365,2025-11-19,P023,Maker's Mark,3.32,Tomer,both
CNT001366,2025-11-19,P024,Glenfiddich 12,3.49,Tomer,inside
CNT001367,2025-11-19,P025,Bacardi Carta Blanca,19.08,Tomer,both
CNT001368,2025-11-19,P026,Havana Club 3,8.8,Tomer,both
CNT001369,2025-11-19,P027,Captain Morgan,8.54,Tomer,both
CNT001370,2025-11-19,P028,Diplomatico Reserva,9.06,Tomer,both
CNT001371,2025-11-19,P029,Jose Cuervo,8.63,Tomer,both
CNT001372,2025-11-19,P030,Olmeca Blanco,3.32,Tomer,both
CNT001373,2025-11-19,P031,Patron Silver,11.43,Tomer,inside
CNT001374,2025-11-19,P032,Don Julio Blanco,2.89,Tomer,both
CNT001375,2025-11-19,P033,Aperol,21.26,Tomer,outside
CNT001376,2025-11-19,P034,Campari,10.41,Tomer,both
CNT001377,2025-11-19,P035,Cointreau,12.63,Tomer,both
CNT001378,2025-11-19,P036,Kahlua,4.63,Tomer,both
CNT001379,2025-11-19,P037,Martini Rosso,8.89,Tomer,inside
CNT001380,2025-11-19,P038,House Red Wine,21.93,Tomer,both
CNT001381,2025-11-19,P039,House White Wine,11.31,Tomer,both
CNT001382,2025-11-19,P040,Rose Wine,15.4,Tomer,both
CNT001383,2025-11-19,P041,Prosecco,30.82,Tomer,both
CNT001384,2025-11-19,P042,Chardonnay,15.24,Tomer,both
CNT001385,2025-11-19,P043,Coca-Cola,85.4,Tomer,both
CNT001386,2025-11-19,P044,Coca-Cola Zero,52.49,Tomer,both
CNT001387,2025-11-19,P045,Sprite,55.2,Tomer,both
CNT001388,2025-11-19,P046,Tonic Water,48.42,Tomer,both
CNT001389,2025-11-19,P047,Soda Water,46.54,Tomer,both
CNT001390,2025-11-19,P048,Red Bull,51.8,Tomer,both
CNT001391,2025-11-19,P049,Ginger Beer,39.2,Tomer,both
CNT001392,2025-11-19,P050,Orange Juice,3.79,Tomer,both
CNT001393,2025-11-19,P051,Cranberry Juice,3.87,Tomer,both
CNT001394,2025-11-19,P052,Lime Juice,9.07,Tomer,both
CNT001395,2025-11-19,P053,Lemon Juice,5.1,Tomer,both
CNT001396,2025-11-19,P054,Sugar Syrup,6.54,Tomer,both
CNT001397,2025-11-19,P055,Fresh Mint,3.75,Tomer,both
CNT001398,2025-11-19,P056,Coffee Beans,7.65,Tomer,inside
CNT001399,2025-11-19,K001,Carlsberg 50L,5.21,Tomer,inside
CNT001400,2025-11-19,K002,Tuborg 50L,5.67,Tomer,inside
CNT001401,2025-11-19,K003,Carlsberg 30L,5.82,Tomer,outside
CNT001402,2025-11-19,K004,Malka 30L,6.21,Tomer,outside
CNT001403,2025-11-19,K005,Weihenstephan 30L,4.59,Tomer,outside
CNT001404,2025-11-23,P001,Carlsberg,56.4,Shir,both
CNT001405,2025-11-23,P002,Heineken,58.6,Shir,both
CNT001406,2025-11-23,P003,Corona,45.2,Shir,both
CNT001407,2025-11-23,P004,Guinness,29.6,Shir,both
CNT001408,2025-11-23,P005,Goldstar,61.6,Shir,both
CNT001409,2025-11-23,P006,Maccabee,41.0,Shir,both
CNT001410,2025-11-23,P007,Stella Artois,48.4,Shir,both
CNT001411,2025-11-23,P008,Erdinger,33.2,Shir,both
CNT001412,2025-11-23,P009,Bombay Sapphire,14.62,Shir,both
CNT001413,2025-11-23,P010,Tanqueray,8.2,Shir,both
CNT001414,2025-11-23,P011,Hendrick's,6.81,Shir,both
CNT001415,2025-11-23,P012,Beefeater,14.29,Shir,both
CNT001416,2025-11-23,P013,Gordon's,18.77,Shir,both
CNT001417,2025-11-23,P014,Absolut,7.55,Shir,both
CNT001418,2025-11-23,P015,Finlandia,14.37,Shir,both
CNT001419,2025-11-23,P016,Grey Goose,14.71,Shir,both
CNT001420,2025-11-23,P017,Belvedere,3.06,Shir,both
CNT001421,2025-11-23,P018,Stolichnaya,14.2,Shir,both
CNT001422,2025-11-23,P019,Jameson,8.47,Shir,both
CNT001423,2025-11-23,P020,Jack Daniel's,9.22,Shir,both
CNT001424,2025-11-23,P021,Johnnie Walker Black,13.68,Shir,both
CNT001425,2025-11-23,P022,Chivas Regal,8.37,Shir,both
CNT001426,2025-11-23,P023,Maker's Mark,2.63,Shir,both
CNT001427,2025-11-23,P024,Glenfiddich 12,2.97,Shir,inside
CNT001428,2025-11-23,P025,Bacardi Carta Blanca,10.52,Shir,both
CNT001429,2025-11-23,P026,Havana Club 3,7.94,Shir,both
CNT001430,2025-11-23,P027,Captain Morgan,7.52,Shir,both
CNT001431,2025-11-23,P028,Diplomatico Reserva,8.72,Shir,both
CNT001432,2025-11-23,P029,Jose Cuervo,6.96,Shir,both
CNT001433,2025-11-23,P030,Olmeca Blanco,2.72,Shir,both
CNT001434,2025-11-23,P031,Patron Silver,6.54,Shir,inside
CNT001435,2025-11-23,P032,Don Julio Blanco,14.3,Shir,both
CNT001436,2025-11-23,P033,Aperol,13.03,Shir,outside
CNT001437,2025-11-23,P034,Campari,7.59,Shir,both
CNT001438,2025-11-23,P035,Cointreau,10.23,Shir,both
CNT001439,2025-11-23,P036,Kahlua,2.61,Shir,both
CNT001440,2025-11-23,P037,Martini Rosso,6.92,Shir,inside
CNT001441,2025-11-23,P038,House Red Wine,13.36,Shir,both
CNT001442,2025-11-23,P039,House White Wine,15.99,Shir,both
CNT001443,2025-11-23,P040,Rose Wine,10.4,Shir,both
CNT001444,2025-11-23,P041,Prosecco,17.86,Shir,both
CNT001445,2025-11-23,P042,Chardonnay,12.64,Shir,both
CNT001446,2025-11-23,P043,Coca-Cola,53.0,Shir,both
CNT001447,2025-11-23,P044,Coca-Cola Zero,44.6,Shir,both
CNT001448,2025-11-23,P045,Sprite,25.2,Shir,both
CNT001449,2025-11-23,P046,Tonic Water,35.22,Shir,both
CNT001450,2025-11-23,P047,Soda Water,37.8,Shir,both
CNT001451,2025-11-23,P048,Red Bull,25.98,Shir,both
CNT001452,2025-11-23,P049,Ginger Beer,28.2,Shir,both
CNT001453,2025-11-23,P050,Orange Juice,4.0,Shir,both
CNT001454,2025-11-23,P051,Cranberry Juice,4.0,Shir,both
CNT001455,2025-11-23,P052,Lime Juice,5.62,Shir,both
CNT001456,2025-11-23,P053,Lemon Juice,4.5,Shir,both
CNT001457,2025-11-23,P054,Sugar Syrup,4.98,Shir,both
CNT001458,2025-11-23,P055,Fresh Mint,3.09,Shir,both
CNT001459,2025-11-23,P056,Coffee Beans,7.22,Shir,inside
CNT001460,2025-11-23,K001,Carlsberg 50L,4.69,Shir,inside
CNT001461,2025-11-23,K002,Tuborg 50L,4.07,Shir,inside
CNT001462,2025-11-23,K003,Carlsberg 30L,5.65,Shir,outside
CNT001463,2025-11-23,K004,Malka 30L,4.62,Shir,outside
CNT001464,2025-11-23,K005,Weihenstephan 30L,4.01,Shir,outside
CNT001465,2025-11-26,P001,Carlsberg,89.4,Muriel,both
CNT001466,2025-11-26,P002,Heineken,65.6,Muriel,both
CNT001467,2025-11-26,P003,Corona,32.2,Muriel,both
CNT001468,2025-11-26,P004,Guinness,47.6,Muriel,both
CNT001469,2025-11-26,P005,Goldstar,48.6,Muriel,both
CNT001470,2025-11-26,P006,Maccabee,30.0,Muriel,both
CNT001471,2025-11-26,P007,Stella Artois,39.4,Muriel,both
CNT001472,2025-11-26,P008,Erdinger,28.2,Muriel,both
CNT001473,2025-11-26,P009,Bombay Sapphire,14.02,Muriel,both
CNT001474,2025-11-26,P010,Tanqueray,7.69,Muriel,both
CNT001475,2025-11-26,P011,Hendrick's,5.31,Muriel,both
CNT001476,2025-11-26,P012,Beefeater,14.03,Muriel,both
CNT001477,2025-11-26,P013,Gordon's,15.41,Muriel,both
CNT001478,2025-11-26,P014,Absolut,16.39,Muriel,both
CNT001479,2025-11-26,P015,Finlandia,14.03,Muriel,both
CNT001480,2025-11-26,P016,Grey Goose,14.28,Muriel,both
CNT001481,2025-11-26,P017,Belvedere,14.8,Muriel,both
CNT001482,2025-11-26,P018,Stolichnaya,13.77,Muriel,both
CNT001483,2025-11-26,P019,Jameson,18.02,Muriel,both
CNT001484,2025-11-26,P020,Jack Daniel's,8.26,Muriel,both
CNT001485,2025-11-26,P021,Johnnie Walker Black,13.17,Muriel,both
CNT001486,2025-11-26,P022,Chivas Regal,7.94,Muriel,both
CNT001487,2025-11-26,P023,Maker's Mark,14.37,Muriel,both
CNT001488,2025-11-26,P024,Glenfiddich 12,14.8,Muriel,inside
CNT001489,2025-11-26,P025,Bacardi Carta Blanca,18.46,Muriel,both
CNT001490,2025-11-26,P026,Havana Club 3,7.43,Muriel,both
CNT001491,2025-11-26,P027,Captain Morgan,7.0,Muriel,both
CNT001492,2025-11-26,P028,Diplomatico Reserva,8.18,Muriel,both
CNT001493,2025-11-26,P029,Jose Cuervo,6.12,Muriel,both
CNT001494,2025-11-26,P030,Olmeca Blanco,14.29,Muriel,both
CNT001495,2025-11-26,P031,Patron Silver,16.76,Muriel,inside
CNT001496,2025-11-26,P032,Don Julio Blanco,13.77,Muriel,both
CNT001497,2025-11-26,P033,Aperol,21.26,Muriel,outside
CNT001498,2025-11-26,P034,Campari,6.17,Muriel,both
CNT001499,2025-11-26,P035,Cointreau,9.17,Muriel,both
CNT001500,2025-11-26,P036,Kahlua,13.78,Muriel,both
CNT001501,2025-11-26,P037,Martini Rosso,5.85,Muriel,inside
CNT001502,2025-11-26,P038,House Red Wine,21.7,Muriel,both
CNT001503,2025-11-26,P039,House White Wine,22.62,Muriel,both
CNT001504,2025-11-26,P040,Rose Wine,8.8,Muriel,both
CNT001505,2025-11-26,P041,Prosecco,23.9,Muriel,both
CNT001506,2025-11-26,P042,Chardonnay,11.64,Muriel,both
CNT001507,2025-11-26,P043,Coca-Cola,80.8,Muriel,both
CNT001508,2025-11-26,P044,Coca-Cola Zero,56.6,Muriel,both
CNT001509,2025-11-26,P045,Sprite,61.2,Muriel,both
CNT001510,2025-11-26,P046,Tonic Water,41.42,Muriel,both
CNT001511,2025-11-26,P047,Soda Water,50.8,Muriel,both
CNT001512,2025-11-26,P048,Red Bull,34.8,Muriel,both
CNT001513,2025-11-26,P049,Ginger Beer,21.2,Muriel,both
CNT001514,2025-11-26,P050,Orange Juice,4.0,Muriel,both
CNT001515,2025-11-26,P051,Cranberry Juice,4.0,Muriel,both
CNT001516,2025-11-26,P052,Lime Juice,10.28,Muriel,both
CNT001517,2025-11-26,P053,Lemon Juice,4.2,Muriel,both
CNT001518,2025-11-26,P054,Sugar Syrup,4.31,Muriel,both
CNT001519,2025-11-26,P055,Fresh Mint,2.81,Muriel,both
CNT001520,2025-11-26,P056,Coffee Beans,6.04,Muriel,inside
CNT001521,2025-11-26,K001,Carlsberg 50L,5.01,Muriel,inside
CNT001522,2025-11-26,K002,Tuborg 50L,4.37,Muriel,inside
CNT001523,2025-11-26,K003,Carlsberg 30L,7.19,Muriel,outside
CNT001524,2025-11-26,K004,Malka 30L,5.5,Muriel,outside
CNT001525,2025-11-26,K005,Weihenstephan 30L,4.15,Muriel,outside
CNT001526,2025-11-30,P001,Carlsberg,69.4,Maya,both
CNT001527,2025-11-30,P002,Heineken,56.6,Maya,both
CNT001528,2025-11-30,P003,Corona,56.2,Maya,both
CNT001529,2025-11-30,P004,Guinness,33.6,Maya,both
CNT001530,2025-11-30,P005,Goldstar,88.6,Maya,both
CNT001531,2025-11-30,P006,Maccabee,35.0,Maya,both
CNT001532,2025-11-30,P007,Stella Artois,40.4,Maya,both
CNT001533,2025-11-30,P008,Erdinger,17.2,Maya,both
CNT001534,2025-11-30,P009,Bombay Sapphire,12.99,Maya,both
CNT001535,2025-11-30,P010,Tanqueray,6.92,Maya,both
CNT001536,2025-11-30,P011,Hendrick's,14.74,Maya,both
CNT001537,2025-11-30,P012,Beefeater,13.34,Maya,both
CNT001538,2025-11-30,P013,Gordon's,9.5,Maya,both
CNT001539,2025-11-30,P014,Absolut,11.22,Maya,both
CNT001540,2025-11-30,P015,Finlandia,13.64,Maya,both
CNT001541,2025-11-30,P016,Grey Goose,13.17,Maya,both
CNT001542,2025-11-30,P017,Belvedere,14.2,Maya,both
CNT001543,2025-11-30,P018,Stolichnaya,13.09,Maya,both
CNT001544,2025-11-30,P019,Jameson,15.45,Maya,both
CNT001545,2025-11-30,P020,Jack Daniel's,6.22,Maya,both
CNT001546,2025-11-30,P021,Johnnie Walker Black,11.88,Maya,both
CNT001547,2025-11-30,P022,Chivas Regal,7.09,Maya,both
CNT001548,2025-11-30,P023,Maker's Mark,13.69,Maya,both
CNT001549,2025-11-30,P024,Glenfiddich 12,14.2,Maya,inside
CNT001550,2025-11-30,P025,Bacardi Carta Blanca,10.89,Maya,both
CNT001551,2025-11-30,P026,Havana Club 3,6.57,Maya,both
CNT001552,2025-11-30,P027,Captain Morgan,6.14,Maya,both
CNT001553,2025-11-30,P028,Diplomatico Reserva,8.2,Maya,both
CNT001554,2025-11-30,P029,Jose Cuervo,4.47,Maya,both
CNT001555,2025-11-30,P030,Olmeca Blanco,13.69,Maya,both
CNT001556,2025-11-30,P031,Patron Silver,12.07,Maya,inside
CNT001557,2025-11-30,P032,Don Julio Blanco,13.09,Maya,both
CNT001558,2025-11-30,P033,Aperol,14.14,Maya,outside
CNT001559,2025-11-30,P034,Campari,15.94,Maya,both
CNT001560,2025-11-30,P035,Cointreau,6.95,Maya,both
CNT001561,2025-11-30,P036,Kahlua,11.69,Maya,both
CNT001562,2025-11-30,P037,Martini Rosso,4.22,Maya,inside
CNT001563,2025-11-30,P038,House Red Wine,14.87,Maya,both
CNT001564,2025-11-30,P039,House White Wine,13.35,Maya,both
CNT001565,2025-11-30,P040,Rose Wine,16.8,Maya,both
CNT001566,2025-11-30,P041,Prosecco,24.14,Maya,both
CNT001567,2025-11-30,P042,Chardonnay,9.84,Maya,both
CNT001568,2025-11-30,P043,Coca-Cola,51.7,Maya,both
CNT001569,2025-11-30,P044,Coca-Cola Zero,22.6,Maya,both
CNT001570,2025-11-30,P045,Sprite,26.2,Maya,both
CNT001571,2025-11-30,P046,Tonic Water,33.02,Maya,both
CNT001572,2025-11-30,P047,Soda Water,41.54,Maya,both
CNT001573,2025-11-30,P048,Red Bull,33.91,Maya,both
CNT001574,2025-11-30,P049,Ginger Beer,9.2,Maya,both
CNT001575,2025-11-30,P050,Orange Juice,4.0,Maya,both
CNT001576,2025-11-30,P051,Cranberry Juice,4.0,Maya,both
CNT001577,2025-11-30,P052,Lime Juice,6.93,Maya,both
CNT001578,2025-11-30,P053,Lemon Juice,3.67,Maya,both
CNT001579,2025-11-30,P054,Sugar Syrup,8.6,Maya,both
CNT001580,2025-11-30,P055,Fresh Mint,8.15,Maya,both
CNT001581,2025-11-30,P056,Coffee Beans,6.58,Maya,inside
CNT001582,2025-11-30,K001,Carlsberg 50L,6.14,Maya,inside
CNT001583,2025-11-30,K002,Tuborg 50L,3.97,Maya,inside
CNT001584,2025-11-30,K003,Carlsberg 30L,5.3,Maya,outside
CNT001585,2025-11-30,K004,Malka 30L,5.31,Maya,outside
CNT001586,2025-11-30,K005,Weihenstephan 30L,4.74,Maya,outside
CNT001587,2025-12-03,P001,Carlsberg,77.4,Muriel,both
CNT001588,2025-12-03,P002,Heineken,65.6,Muriel,both
CNT001589,2025-12-03,P003,Corona,67.2,Muriel,both
CNT001590,2025-12-03,P004,Guinness,29.6,Muriel,both
CNT001591,2025-12-03,P005,Goldstar,71.6,Muriel,both
CNT001592,2025-12-03,P006,Maccabee,26.95,Muriel,both
CNT001593,2025-12-03,P007,Stella Artois,28.4,Muriel,both
CNT001594,2025-12-03,P008,Erdinger,13.2,Muriel,both
CNT001595,2025-12-03,P009,Bombay Sapphire,12.39,Muriel,both
CNT001596,2025-12-03,P010,Tanqueray,6.49,Muriel,both
CNT001597,2025-12-03,P011,Hendrick's,13.84,Muriel,both
CNT001598,2025-12-03,P012,Beefeater,13.0,Muriel,both
CNT001599,2025-12-03,P013,Gordon's,19.32,Muriel,both
CNT001600,2025-12-03,P014,Absolut,9.54,Muriel,both
CNT001601,2025-12-03,P015,Finlandia,13.17,Muriel,both
CNT001602,2025-12-03,P016,Grey Goose,12.82,Muriel,both
CNT001603,2025-12-03,P017,Belvedere,14.24,Muriel,both
CNT001604,2025-12-03,P018,Stolichnaya,12.74,Muriel,both
CNT001605,2025-12-03,P019,Jameson,14.75,Muriel,both
CNT001606,2025-12-03,P020,Jack Daniel's,5.19,Muriel,both
CNT001607,2025-12-03,P021,Johnnie Walker Black,11.19,Muriel,both
CNT001608,2025-12-03,P022,Chivas Regal,6.66,Muriel,both
CNT001609,2025-12-03,P023,Maker's Mark,13.43,Muriel,both
CNT001610,2025-12-03,P024,Glenfiddich 12,13.95,Muriel,inside
CNT001611,2025-12-03,P025,Bacardi Carta Blanca,17.13,Muriel,both
CNT001612,2025-12-03,P026,Havana Club 3,6.06,Muriel,both
CNT001613,2025-12-03,P027,Captain Morgan,5.97,Muriel,both
CNT001614,2025-12-03,P028,Diplomatico Reserva,8.03,Muriel,both
CNT001615,2025-12-03,P029,Jose Cuervo,15.46,Muriel,both
CNT001616,2025-12-03,P030,Olmeca Blanco,13.52,Muriel,both
CNT001617,2025-12-03,P031,Patron Silver,9.49,Muriel,inside
CNT001618,2025-12-03,P032,Don Julio Blanco,12.74,Muriel,both
CNT001619,2025-12-03,P033,Aperol,23.83,Muriel,outside
CNT001620,2025-12-03,P034,Campari,15.04,Muriel,both
CNT001621,2025-12-03,P035,Cointreau,5.95,Muriel,both
CNT001622,2025-12-03,P036,Kahlua,10.81,Muriel,both
CNT001623,2025-12-03,P037,Martini Rosso,3.57,Muriel,inside
CNT001624,2025-12-03,P038,House Red Wine,23.04,Muriel,both
CNT001625,2025-12-03,P039,House White Wine,20.47,Muriel,both
CNT001626,2025-12-03,P040,Rose Wine,15.4,Muriel,both
CNT001627,2025-12-03,P041,Prosecco,32.1,Muriel,both
CNT001628,2025-12-03,P042,Chardonnay,9.04,Muriel,both
CNT001629,2025-12-03,P043,Coca-Cola,73.8,Muriel,both
CNT001630,2025-12-03,P044,Coca-Cola Zero,10.6,Muriel,both
CNT001631,2025-12-03,P045,Sprite,68.2,Muriel,both
CNT001632,2025-12-03,P046,Tonic Water,65.82,Muriel,both
CNT001633,2025-12-03,P047,Soda Water,52.38,Muriel,both
CNT001634,2025-12-03,P048,Red Bull,42.8,Muriel,both
CNT001635,2025-12-03,P049,Ginger Beer,28.2,Muriel,both
CNT001636,2025-12-03,P050,Orange Juice,4.0,Muriel,both
CNT001637,2025-12-03,P051,Cranberry Juice,4.0,Muriel,both
CNT001638,2025-12-03,P052,Lime Juice,11.26,Muriel,both
CNT001639,2025-12-03,P053,Lemon Juice,3.45,Muriel,both
CNT001640,2025-12-03,P054,Sugar Syrup,9.09,Muriel,both
CNT001641,2025-12-03,P055,Fresh Mint,8.16,Muriel,both
CNT001642,2025-12-03,P056,Coffee Beans,6.48,Muriel,inside
CNT001643,2025-12-03,K001,Carlsberg 50L,4.22,Muriel,inside
CNT001644,2025-12-03,K002,Tuborg 50L,4.35,Muriel,inside
CNT001645,2025-12-03,K003,Carlsberg 30L,6.13,Muriel,outside
CNT001646,2025-12-03,K004,Malka 30L,5.38,Muriel,outside
CNT001647,2025-12-03,K005,Weihenstephan 30L,4.27,Muriel,outside
CNT001648,2025-12-07,P001,Carlsberg,63.29,Tomer,both
CNT001649,2025-12-07,P002,Heineken,51.6,Tomer,both
CNT001650,2025-12-07,P003,Corona,55.2,Tomer,both
CNT001651,2025-12-07,P004,Guinness,38.6,Tomer,both
CNT001652,2025-12-07,P005,Goldstar,56.6,Tomer,both
CNT001653,2025-12-07,P006,Maccabee,34.0,Tomer,both
CNT001654,2025-12-07,P007,Stella Artois,49.4,Tomer,both
CNT001655,2025-12-07,P008,Erdinger,47.2,Tomer,both
CNT001656,2025-12-07,P009,Bombay Sapphire,10.85,Tomer,both
CNT001657,2025-12-07,P010,Tanqueray,5.37,Tomer,both
CNT001658,2025-12-07,P011,Hendrick's,11.31,Tomer,both
CNT001659,2025-12-07,P012,Beefeater,12.32,Tomer,both
CNT001660,2025-12-07,P013,Gordon's,12.28,Tomer,both
CNT001661,2025-12-07,P014,Absolut,16.3,Tomer,both
CNT001662,2025-12-07,P015,Finlandia,12.57,Tomer,both
CNT001663,2025-12-07,P016,Grey Goose,11.45,Tomer,both
CNT001664,2025-12-07,P017,Belvedere,13.17,Tomer,both
CNT001665,2025-12-07,P018,Stolichnaya,12.06,Tomer,both
CNT001666,2025-12-07,P019,Jameson,12.1,Tomer,both
CNT001667,2025-12-07,P020,Jack Daniel's,14.7,Tomer,both
CNT001668,2025-12-07,P021,Johnnie Walker Black,9.99,Tomer,both
CNT001669,2025-12-07,P022,Chivas Regal,5.63,Tomer,both
CNT001670,2025-12-07,P023,Maker's Mark,12.75,Tomer,both
CNT001671,2025-12-07,P024,Glenfiddich 12,13.35,Tomer,inside
CNT001672,2025-12-07,P025,Bacardi Carta Blanca,10.63,Tomer,both
CNT001673,2025-12-07,P026,Havana Club 3,4.94,Tomer,both
CNT001674,2025-12-07,P027,Captain Morgan,4.86,Tomer,both
CNT001675,2025-12-07,P028,Diplomatico Reserva,7.6,Tomer,both
CNT001676,2025-12-07,P029,Jose Cuervo,13.6,Tomer,both
CNT001677,2025-12-07,P030,Olmeca Blanco,12.65,Tomer,both
CNT001678,2025-12-07,P031,Patron Silver,16.62,Tomer,inside
CNT001679,2025-12-07,P032,Don Julio Blanco,12.06,Tomer,both
CNT001680,2025-12-07,P033,Aperol,16.03,Tomer,outside
CNT001681,2025-12-07,P034,Campari,12.9,Tomer,both
CNT001682,2025-12-07,P035,Cointreau,3.27,Tomer,both
CNT001683,2025-12-07,P036,Kahlua,9.18,Tomer,both
CNT001684,2025-12-07,P037,Martini Rosso,13.73,Tomer,inside
CNT001685,2025-12-07,P038,House Red Wine,13.69,Tomer,both
CNT001686,2025-12-07,P039,House White Wine,11.2,Tomer,both
CNT001687,2025-12-07,P040,Rose Wine,11.8,Tomer,both
CNT001688,2025-12-07,P041,Prosecco,19.18,Tomer,both
CNT001689,2025-12-07,P042,Chardonnay,6.44,Tomer,both
CNT001690,2025-12-07,P043,Coca-Cola,34.5,Tomer,both
CNT001691,2025-12-07,P044,Coca-Cola Zero,72.6,Tomer,both
CNT001692,2025-12-07,P045,Sprite,37.2,Tomer,both
CNT001693,2025-12-07,P046,Tonic Water,26.26,Tomer,both
CNT001694,2025-12-07,P047,Soda Water,44.32,Tomer,both
CNT001695,2025-12-07,P048,Red Bull,37.62,Tomer,both
CNT001696,2025-12-07,P049,Ginger Beer,15.2,Tomer,both
CNT001697,2025-12-07,P050,Orange Juice,4.0,Tomer,both
CNT001698,2025-12-07,P051,Cranberry Juice,4.0,Tomer,both
CNT001699,2025-12-07,P052,Lime Juice,7.98,Tomer,both
CNT001700,2025-12-07,P053,Lemon Juice,2.88,Tomer,both
CNT001701,2025-12-07,P054,Sugar Syrup,6.78,Tomer,both
CNT001702,2025-12-07,P055,Fresh Mint,7.51,Tomer,both
CNT001703,2025-12-07,P056,Coffee Beans,6.11,Tomer,inside
CNT001704,2025-12-07,K001,Carlsberg 50L,3.05,Tomer,inside
CNT001705,2025-12-07,K002,Tuborg 50L,4.4,Tomer,inside
CNT001706,2025-12-07,K003,Carlsberg 30L,5.76,Tomer,outside
CNT001707,2025-12-07,K004,Malka 30L,5.17,Tomer,outside
CNT001708,2025-12-07,K005,Weihenstephan 30L,2.93,Tomer,outside
CNT001709,2025-12-10,P001,Carlsberg,65.4,Roei,both
CNT001710,2025-12-10,P002,Heineken,59.6,Roei,both
CNT001711,2025-12-10,P003,Corona,66.2,Roei,both
CNT001712,2025-12-10,P004,Guinness,31.6,Roei,both
CNT001713,2025-12-10,P005,Goldstar,64.6,Roei,both
CNT001714,2025-12-10,P006,Maccabee,50.0,Roei,both
CNT001715,2025-12-10,P007,Stella Artois,41.4,Roei,both
CNT001716,2025-12-10,P008,Erdinger,43.2,Roei,both
CNT001717,2025-12-10,P009,Bombay Sapphire,10.25,Roei,both
CNT001718,2025-12-10,P010,Tanqueray,4.94,Roei,both
CNT001719,2025-12-10,P011,Hendrick's,10.24,Roei,both
CNT001720,2025-12-10,P012,Beefeater,11.97,Roei,both
CNT001721,2025-12-10,P013,Gordon's,9.91,Roei,both
CNT001722,2025-12-10,P014,Absolut,13.25,Roei,both
CNT001723,2025-12-10,P015,Finlandia,12.32,Roei,both
CNT001724,2025-12-10,P016,Grey Goose,10.94,Roei,both
CNT001725,2025-12-10,P017,Belvedere,13.0,Roei,both
CNT001726,2025-12-10,P018,Stolichnaya,11.72,Roei,both
CNT001727,2025-12-10,P019,Jameson,11.16,Roei,both
CNT001728,2025-12-10,P020,Jack Daniel's,13.68,Roei,both
CNT001729,2025-12-10,P021,Johnnie Walker Black,9.39,Roei,both
CNT001730,2025-12-10,P022,Chivas Regal,5.03,Roei,both
CNT001731,2025-12-10,P023,Maker's Mark,12.49,Roei,both
CNT001732,2025-12-10,P024,Glenfiddich 12,13.92,Roei,inside
CNT001733,2025-12-10,P025,Bacardi Carta Blanca,19.43,Roei,both
CNT001734,2025-12-10,P026,Havana Club 3,4.52,Roei,both
CNT001735,2025-12-10,P027,Captain Morgan,4.43,Roei,both
CNT001736,2025-12-10,P028,Diplomatico Reserva,7.52,Roei,both
CNT001737,2025-12-10,P029,Jose Cuervo,12.74,Roei,both
CNT001738,2025-12-10,P030,Olmeca Blanco,12.57,Roei,both
CNT001739,2025-12-10,P031,Patron Silver,14.47,Roei,inside
CNT001740,2025-12-10,P032,Don Julio Blanco,11.72,Roei,both
CNT001741,2025-12-10,P033,Aperol,12.51,Roei,outside
CNT001742,2025-12-10,P034,Campari,11.61,Roei,both
CNT001743,2025-12-10,P035,Cointreau,14.13,Roei,both
CNT001744,2025-12-10,P036,Kahlua,8.01,Roei,both
CNT001745,2025-12-10,P037,Martini Rosso,12.75,Roei,inside
CNT001746,2025-12-10,P038,House Red Wine,22.77,Roei,both
CNT001747,2025-12-10,P039,House White Wine,20.02,Roei,both
CNT001748,2025-12-10,P040,Rose Wine,9.8,Roei,both
CNT001749,2025-12-10,P041,Prosecco,25.46,Roei,both
CNT001750,2025-12-10,P042,Chardonnay,17.44,Roei,both
CNT001751,2025-12-10,P043,Coca-Cola,83.2,Roei,both
CNT001752,2025-12-10,P044,Coca-Cola Zero,57.6,Roei,both
CNT001753,2025-12-10,P045,Sprite,29.2,Roei,both
CNT001754,2025-12-10,P046,Tonic Water,61.02,Roei,both
CNT001755,2025-12-10,P047,Soda Water,54.52,Roei,both
CNT001756,2025-12-10,P048,Red Bull,46.8,Roei,both
CNT001757,2025-12-10,P049,Ginger Beer,32.2,Roei,both
CNT001758,2025-12-10,P050,Orange Juice,4.0,Roei,both
CNT001759,2025-12-10,P051,Cranberry Juice,4.0,Roei,both
CNT001760,2025-12-10,P052,Lime Juice,6.84,Roei,both
CNT001761,2025-12-10,P053,Lemon Juice,8.55,Roei,both
CNT001762,2025-12-10,P054,Sugar Syrup,6.19,Roei,both
CNT001763,2025-12-10,P055,Fresh Mint,7.12,Roei,both
CNT001764,2025-12-10,P056,Coffee Beans,6.08,Roei,inside
CNT001765,2025-12-10,K001,Carlsberg 50L,5.19,Roei,inside
CNT001766,2025-12-10,K002,Tuborg 50L,4.57,Roei,inside
CNT001767,2025-12-10,K003,Carlsberg 30L,5.69,Roei,outside
CNT001768,2025-12-10,K004,Malka 30L,5.16,Roei,outside
CNT001769,2025-12-10,K005,Weihenstephan 30L,4.35,Roei,outside
CNT001770,2025-12-14,P001,Carlsberg,54.4,Maya,both
CNT001771,2025-12-14,P002,Heineken,56.6,Maya,both
